run_id,pair_id,embryo_id,set_type,set_rank,genotype,bin_src_hpf,bin_tgt_hpf,rmse_velocity,cosine_similarity,rmse_mass_created,rmse_mass_destroyed
phase2_24_48_ott_v1,20251112_G09_e01__42to44,20251112_G09_e01,mutant,6,cep290_homozygous,42.0,44.0,146.56002761398653,0.17478759213168243,0.06372732315377853,0.003025772056695995
phase2_24_48_ott_v1,20251112_G09_e01__44to46,20251112_G09_e01,mutant,6,cep290_homozygous,44.0,46.0,139.73045268951418,-0.3524153992554021,0.05478029636939434,0.002875523460930454
phase2_24_48_ott_v1,20251112_G09_e01__46to48,20251112_G09_e01,mutant,6,cep290_homozygous,46.0,48.0,232.65586277700692,0.16169602823830653,0.056433104241738204,0.004798322471838255
phase2_24_48_ott_v1,20251112_H08_e01__24to26,20251112_H08_e01,mutant,9,cep290_homozygous,24.0,26.0,56.09049565305831,-0.30800445231833756,0.03834092045083995,0.0005142315048636111
phase2_24_48_ott_v1,20251112_H08_e01__26to28,20251112_H08_e01,mutant,9,cep290_homozygous,26.0,28.0,29.45180170438314,0.4128207477801491,0.06989788859963446,0.0001311713180214097
phase2_24_48_ott_v1,20251112_H08_e01__28to30,20251112_H08_e01,mutant,9,cep290_homozygous,28.0,30.0,28.963815395099317,0.2598930564165665,0.11703464582177056,0.00017286278841322636
phase2_24_48_ott_v1,20251112_H08_e01__30to32,20251112_H08_e01,mutant,9,cep290_homozygous,30.0,32.0,37.30559341066743,0.4327750462720113,0.08814896010250566,0.00018343939603468977
phase2_24_48_ott_v1,20251112_H08_e01__32to34,20251112_H08_e01,mutant,9,cep290_homozygous,32.0,34.0,58.12263880276227,0.7569767817658904,0.22567510793983123,0.000458945219011666
phase2_24_48_ott_v1,20251112_H08_e01__34to36,20251112_H08_e01,mutant,9,cep290_homozygous,34.0,36.0,24.811456005464027,0.5505426195672666,0.10024109950747463,0.00014044556317059818
phase2_24_48_ott_v1,20251112_H08_e01__36to38,20251112_H08_e01,mutant,9,cep290_homozygous,36.0,38.0,24.86496854267657,0.8312166178749143,0.09273739771025152,0.00028530026411172077
phase2_24_48_ott_v1,20251112_H08_e01__38to40,20251112_H08_e01,mutant,9,cep290_homozygous,38.0,40.0,28.150522266915015,-0.5449107040315548,0.12602991832948757,0.0002077135286058029
phase2_24_48_ott_v1,20251112_H08_e01__40to42,20251112_H08_e01,mutant,9,cep290_homozygous,40.0,42.0,23.2674706610953,-0.017476060929016202,0.1430947631231621,0.0002694001009878441
phase2_24_48_ott_v1,20251112_H08_e01__42to44,20251112_H08_e01,mutant,9,cep290_homozygous,42.0,44.0,143.55805845795967,0.8221790799199431,0.017217672321726114,0.002976561999577725
phase2_24_48_ott_v1,20251112_H08_e01__44to46,20251112_H08_e01,mutant,9,cep290_homozygous,44.0,46.0,133.63506926706603,0.5132246291028532,0.08564479920065876,0.0028661679625349087
phase2_24_48_ott_v1,20251112_H08_e01__46to48,20251112_H08_e01,mutant,9,cep290_homozygous,46.0,48.0,132.6930931135188,-0.02560977397826083,0.05436372177420502,0.0030890122541569827
phase2_24_48_ott_v1,20251112_H12_e01__24to26,20251112_H12_e01,mutant,1,cep290_homozygous,24.0,26.0,53.0676132125817,-0.0016071588885553868,0.08485706347093325,0.0005144471641292977
phase2_24_48_ott_v1,20251112_H12_e01__26to28,20251112_H12_e01,mutant,1,cep290_homozygous,26.0,28.0,28.137694769637978,0.46715724347497395,0.08559130107818934,0.0001546195246930594
phase2_24_48_ott_v1,20251112_H12_e01__28to30,20251112_H12_e01,mutant,1,cep290_homozygous,28.0,30.0,40.618542553993706,0.10095623294489373,0.0899790468071553,0.00021246301313747475
phase2_24_48_ott_v1,20251112_H12_e01__30to32,20251112_H12_e01,mutant,1,cep290_homozygous,30.0,32.0,27.423524677972814,0.5907491259868405,0.11565808989326441,0.00010497692217369197
phase2_24_48_ott_v1,20251112_H12_e01__32to34,20251112_H12_e01,mutant,1,cep290_homozygous,32.0,34.0,41.94343488568121,0.8329523073608345,0.22237188274312455,0.000349279625116689
phase2_24_48_ott_v1,20251112_H12_e01__34to36,20251112_H12_e01,mutant,1,cep290_homozygous,34.0,36.0,26.761047427213448,0.13662386979310312,0.11995170562579213,0.00028413222358947266
