snip_id,fix_a_success,fix_a_length_um,fix_a_mean_curvature,fix_a_time_ms,fix_b_success,fix_b_alpha,fix_b_length_um,fix_b_mean_curvature,fix_b_time_ms
20251017_combined_C04_e01_t0114,True,495.37261998426004,0.0014617965671110062,932.1332590188831,True,30,567.5632047938814,0.0011818780536448517,768.9765871036798
20251017_combined_F11_e01_t0065,True,628.3123361024573,0.0003457264194155742,782.6331751421094,True,90,671.0633893243765,0.0002783986054069674,577.1676069125533
