snip_id,opening_applied,opening_skipped,solidity_before_opening,area,perimeter,solidity,extent,eccentricity,circularity,perimeter_area_ratio,pca_success,pca_n_points,geodesic_success,geodesic_n_points,mean_distance,max_distance,hausdorff_distance,spline2_was_flipped,both_methods_succeeded
20251017_part1_G02_e01_t0011,False,True,0.8291604238496669,137799.0,2507.244045645144,0.8291604238496669,0.24253555336524923,0.9889942238710314,3.6302562955194966,6.754194699193132,True,200,True,200,41.965858265214365,92.98247375342206,92.98247375342206,True,True
20251017_part1_A09_e01_t0053,True,False,0.5759826662154934,102526.0,2554.0773439350246,0.6813218944584366,0.3727784403269438,0.9936056747236321,5.063189842174146,7.97658573874932,True,200,True,200,24.88528848589779,61.092104109157845,61.092104109157845,True,True
20251017_part1_E02_e01_t0002,False,True,0.843043276510526,138077.0,2433.53022946491,0.843043276510526,0.3309548234933175,0.9889086552958968,3.4130471215235305,6.549016342423987,True,200,True,200,34.47191349920469,75.31669705132057,75.31669705132057,True,True
20251017_part1_B11_e01_t0016,False,True,0.7544287818220071,107574.0,2145.6277759354684,0.7544287818220071,0.24779327755869238,0.9859273993960446,3.4055838970962165,6.541852139050889,True,200,True,200,23.522364755533868,49.99579034407029,49.99579034407029,False,True
20251017_part1_G03_e01_t0014,False,True,0.7524659076839629,127628.0,2260.2022356160523,0.7524659076839629,0.5181621459223983,0.9852203987037874,3.1852151493883736,6.3266574155462,True,200,True,200,30.543490532119947,67.30755280663502,67.30755280663502,True,True
20251017_part1_E03_e01_t0006,False,True,0.8164197786839297,106315.0,2020.253967444162,0.8164197786839297,0.596103167928231,0.9858262758121938,3.054974074970767,6.195961300988068,True,200,True,200,22.74762760389936,52.73440664963245,52.463983097997264,True,True
20251017_part1_G02_e01_t0000,False,True,0.835908995982949,136091.0,2400.230806315798,0.835908995982949,0.28044040916921503,0.9877508260081795,3.368734169507233,6.506363198844909,True,200,True,200,31.883129738264046,69.70067882539173,69.70067882539173,False,True
20251017_part1_F12_e01_t0051,False,True,0.6679015351411106,101503.0,2586.383043207296,0.6679015351411106,0.22363498561287395,0.992722590530972,5.244413736232555,8.118081464516994,True,200,True,200,28.5217127240132,72.64576037403403,72.64576037403403,False,True
20251017_part1_C02_e01_t0056,False,True,0.8170853293777205,100803.0,2596.662084352125,0.8170853293777205,0.44258429926238146,0.9920725633295174,5.32289073998237,8.17859509808127,True,200,True,200,60.350051552398675,114.4849285451763,114.4849285451763,True,True
20251017_part1_A03_e01_t0015,False,True,0.7744264093133603,129917.0,2245.4683963690336,0.7744264093133603,0.2660085914241371,0.9824758128758935,3.0884320207791904,6.229797861116003,True,200,True,200,29.89665053710691,60.91041182878817,60.91041182878817,True,True
20251017_part1_F06_e01_t0010,False,True,0.6610550148812241,108612.0,2070.3342699720165,0.6610550148812241,0.4225621712471599,0.952305309918854,3.140460006315746,6.282052557798002,True,200,True,200,32.72006490484355,79.91193170773505,79.91193170773505,False,True
20251017_part1_B02_e01_t0015,False,True,0.6892059553349876,98879.0,2409.75144212722,0.6892059553349876,0.4310913854967323,0.9931368219742652,4.673374323126458,7.663377438442988,True,200,True,200,15.214411269374047,92.17634953512882,73.19545513592249,True,True
20251017_part1_E03_e01_t0015,False,True,0.8209079274481825,111609.0,2083.952452253997,0.8209079274481825,0.5753100547428324,0.9862002811404483,3.096467532709786,6.237896970242576,True,200,True,200,26.308374880892693,54.01938697961829,54.01938697961829,True,True
20251017_part1_F03_e01_t0005,False,True,0.8004976599667367,124178.0,2182.6631303726513,0.8004976599667367,0.6184840968632022,0.9859297007049598,3.0529444342031873,6.193902745865673,True,200,True,200,29.877578928794524,70.57830831082623,70.57830831082623,True,True
20251017_part1_G06_e01_t0018,False,True,0.660538698774589,120582.0,2180.6845583974605,0.660538698774589,0.29031419284940413,0.964708231762204,3.138291999847875,6.279883786039899,True,200,True,200,27.50805729128899,72.20119687146794,72.20119687146794,True,True
20251017_part1_G07_e01_t0032,False,True,0.7931956640950714,105591.0,1977.9352083112938,0.7931956640950714,0.5731476958150138,0.9633044565341564,2.9484064697291124,6.086934238217987,True,200,True,200,88.17898407186485,143.45668734104902,89.77059035367618,True,True
20251017_part1_G03_e01_t0001,False,True,0.7852382643574906,112761.0,2146.3931444750624,0.7852382643574906,0.3946998123827392,0.9830511400547784,3.2512454871129624,6.3918976641780025,True,200,True,200,24.631140967427747,61.15279184423463,61.15279184423463,True,True
20251017_part1_F05_e01_t0049,False,True,0.7285015635226529,160282.0,2488.7476169826127,0.7285015635226529,0.26922314604854286,0.977963426094924,3.0751556132703137,6.216393257603779,True,200,True,200,29.031385203403044,68.83938412969064,68.83938412969064,True,True
20251017_part1_A09_e01_t0018,False,True,0.8443241469816273,138969.0,2437.9709216859756,0.8443241469816273,0.27226401786763843,0.9883635555101835,3.403527361430705,6.53987662114892,True,200,True,200,32.329619093316545,73.01503132034121,73.01503132034121,False,True
20251017_part1_B04_e01_t0018,False,True,0.7015693112467306,128752.0,2165.498700172334,0.7015693112467306,0.5506599262661774,0.9596532599078289,2.8983578600853637,6.035050873263095,True,200,True,200,30.159916558419923,61.10248858299933,61.10248858299933,True,True
20251017_part1_H04_e01_t0031,False,True,0.7323508648076245,141083.0,2371.4865068635145,0.7323508648076245,0.5530129313217073,0.9752991866571161,3.17217228169354,6.313690881280013,True,200,True,200,39.24764749397708,86.91535003746972,86.91535003746972,True,True
20251017_part1_A10_e01_t0034,False,True,0.8237262527959585,139573.0,2576.7707781109766,0.8237262527959585,0.44227454211293493,0.9890066955607273,3.78564857907524,6.89723590000963,True,200,True,200,26.97366046173464,60.15295145596516,60.15295145596516,True,True
20251017_part1_F12_e01_t0024,False,True,0.8502655009963487,147635.0,2509.838887330011,0.8502655009963487,0.3540611450059476,0.9855375472341222,3.395412127469121,6.532075258466235,True,200,True,200,39.55848184989233,73.96837015506476,73.96837015506476,False,True
