PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,snip_id,embryo_id,frame_index,experiment_date,genotype,short_pert_name,phenotype
2.5931408198179033,-0.19129614760557168,-2.421555170656823,0.08496014287762595,0.6515305323154736,2.3966361648072674,-1.1725912745566627,2.8617477734403867,0.7417911995732269,-1.106851904998603,-1.9144249753533698,-0.6676009764663446,-1.0147102144763271,-1.7447075556616474,-2.9883601526409618,20250711_A03_e01_t0062,20250711_A03_e01,62,20250711,tmem67_heterozygote,,tmem67_heterozygote
2.685820916404773,-0.05442450753284199,-2.670062905189247,-0.0031224601249198484,0.4979184126756344,2.5273835392171424,-1.215576436302366,2.965033548656138,0.8595238806831977,-1.1058253774023565,-1.8513103658555836,-0.7788719715237434,-1.0456479221230262,-1.5067195551711818,-3.0605063619574033,20250711_A03_e01_t0061,20250711_A03_e01,61,20250711,tmem67_heterozygote,,tmem67_heterozygote
1.9839546398930819,0.2783902305126456,-2.6618238013535453,-0.08341649975032714,0.04995650210029931,2.706249841678779,-1.035683150663266,2.903837127994441,0.743245639729218,-0.8652767148719497,-1.7672044151387676,-0.5909229705225406,-1.1117716886738522,-1.450736393532134,-3.0961012257423497,20250711_A03_e01_t0059,20250711_A03_e01,59,20250711,tmem67_heterozygote,,tmem67_heterozygote
1.7121282402924856,0.6419681085240956,-2.645258694268307,-0.28525022547034334,0.141448477462879,2.4389549904139534,-0.8785284645643626,2.6906843077395752,0.854499381247778,-0.8680658263588884,-1.6579551125632106,-0.2995918537712881,-1.2522976344778791,-1.385749370574966,-2.9796749226098256,20250711_A03_e01_t0058,20250711_A03_e01,58,20250711,tmem67_heterozygote,,tmem67_heterozygote
1.2449032867878953,0.8487032992035546,-2.5834018351498442,-0.3059551041952174,0.4133172961087986,2.407793435019037,-1.20538150236638,2.8201259664558567,0.7874474841634853,-0.8721662190563493,-1.32555626587168,-0.24146285172427906,-1.2443052683315807,-1.3966622561952868,-3.0186462656597817,20250711_A03_e01_t0056,20250711_A03_e01,56,20250711,tmem67_heterozygote,,tmem67_heterozygote
1.319672387918969,0.7989968157356064,-2.492935687479251,-0.06828623560353927,0.2271163332894814,2.535741212351097,-0.9079933918565919,2.595400349999446,0.8149244458327003,-0.7442659369128262,-1.2878228915511023,-0.2687589299106768,-1.1943096606887886,-1.4742327323680664,-3.050155064788777,20250711_A03_e01_t0055,20250711_A03_e01,55,20250711,tmem67_heterozygote,,tmem67_heterozygote
0.9512792944692775,1.0040669301938168,-2.455427152584509,-0.1641722149197736,0.2363298473947382,2.1145893336702897,-1.4587219766485036,2.5814488563811815,0.8711098775222306,-0.45470083603941697,-1.1916172230997024,-0.06613676779480174,-1.431633719639748,-1.454071869593531,-3.0271563669542867,20250711_A03_e01_t0053,20250711_A03_e01,53,20250711,tmem67_heterozygote,,tmem67_heterozygote
0.10845043883854319,1.047398948293033,-2.7429004250167432,0.0324238292950084,0.4284194008011108,1.5897401821866886,-1.1739664081920034,2.431086627087058,0.9107847285209718,-0.48853774079668544,-0.8738264906428233,0.25658101748926215,-1.5180840265135362,-1.1373205505131032,-2.620704498379511,20250711_A03_e01_t0050,20250711_A03_e01,50,20250711,tmem67_heterozygote,,tmem67_heterozygote
-0.5101745322846203,1.0087894412565879,-2.7595208980741126,-0.30233421818859657,0.1636768983794665,1.3304080706525971,-1.3754861077735765,2.518331476521903,0.9074917285402183,-0.6576139104505795,-0.5550990882045224,0.10720698198783926,-1.2909478698728971,-1.0423275625860537,-2.8106620179414548,20250711_A03_e01_t0049,20250711_A03_e01,49,20250711,tmem67_heterozygote,,tmem67_heterozygote
-1.7624701298190106,0.5547964922669629,-2.9817657920826384,0.04279723952847101,-0.07675896608088267,1.4615952112358703,-1.1026832857293656,2.344024781723254,0.6612107772364679,-0.6957399335915586,-0.44026332814215935,-0.1723845507022061,-1.4233619194881166,-0.7618968180970402,-2.6629700959125655,20250711_A03_e01_t0047,20250711_A03_e01,47,20250711,tmem67_heterozygote,,tmem67_heterozygote
