Cluster,n_embryos,%_WT,%_Het,%_Homo,Early_mean,Late_mean
0,34,0.0,0.0,100.0,0.068612066754119,0.0490429426215429
1,1,0.0,0.0,100.0,0.0636197774873639,0.2003985788801045
