pair_id,embryo_id,set_type,set_rank,genotype,bin_src_hpf,bin_tgt_hpf,frame_src,frame_tgt,stage_src_hpf,stage_tgt_hpf,analysis_use,is_control_pair,src_embryo_id,tgt_embryo_id
20251205_G02_e01__40to42,20251205_G02_e01,mutant,12,cep290_homozygous,40.0,42.0,50,55,40.01158151696777,41.9118314357666,True,False,,
20251205_G02_e01__42to44,20251205_G02_e01,mutant,12,cep290_homozygous,42.0,44.0,55,60,41.9118314357666,43.813126406689456,True,False,,
20251205_G02_e01__44to46,20251205_G02_e01,mutant,12,cep290_homozygous,44.0,46.0,60,66,43.813126406689456,46.1006810423584,True,False,,
20251205_G02_e01__46to48,20251205_G02_e01,mutant,12,cep290_homozygous,46.0,48.0,66,70,46.1006810423584,47.62101153120118,True,False,,
20251212_A08_e01__24to26,20251212_A08_e01,mutant,13,cep290_homozygous,24.0,26.0,25,30,24.127278696313475,25.95078325649414,True,False,,
20251212_A08_e01__26to28,20251212_A08_e01,mutant,13,cep290_homozygous,26.0,28.0,30,36,25.95078325649414,28.134269300390624,True,False,,
20251212_A08_e01__28to30,20251212_A08_e01,mutant,13,cep290_homozygous,28.0,30.0,36,41,28.134269300390624,29.953735149609376,True,False,,
20251212_A08_e01__30to32,20251212_A08_e01,mutant,13,cep290_homozygous,30.0,32.0,41,47,29.953735149609376,32.14331341047364,True,False,,
20251212_A08_e01__32to34,20251212_A08_e01,mutant,13,cep290_homozygous,32.0,34.0,47,52,32.14331341047364,33.964013784008785,True,False,,
20251212_A08_e01__34to36,20251212_A08_e01,mutant,13,cep290_homozygous,34.0,36.0,52,58,33.964013784008785,36.15291390600586,True,False,,
20251212_A08_e01__36to38,20251212_A08_e01,mutant,13,cep290_homozygous,36.0,38.0,58,63,36.15291390600586,37.97240135339355,True,False,,
20251212_A08_e01__38to40,20251212_A08_e01,mutant,13,cep290_homozygous,38.0,40.0,63,69,37.97240135339355,40.16041586550293,True,False,,
20251212_A08_e01__40to42,20251212_A08_e01,mutant,13,cep290_homozygous,40.0,42.0,69,74,40.16041586550293,41.984711589550784,True,False,,
20251212_A08_e01__42to44,20251212_A08_e01,mutant,13,cep290_homozygous,42.0,44.0,74,80,41.984711589550784,44.16926177307129,True,False,,
20251212_A08_e01__44to46,20251212_A08_e01,mutant,13,cep290_homozygous,44.0,46.0,80,85,44.16926177307129,45.98856911491699,True,False,,
20251212_A08_e01__46to48,20251212_A08_e01,mutant,13,cep290_homozygous,46.0,48.0,85,90,45.98856911491699,47.8071846890625,True,False,,
20251212_F08_e01__24to26,20251212_F08_e01,mutant,14,cep290_homozygous,24.0,26.0,25,31,24.127278696313475,26.314527687597657,True,False,,
20251212_F08_e01__26to28,20251212_F08_e01,mutant,14,cep290_homozygous,26.0,28.0,31,36,26.314527687597657,28.134269300390624,True,False,,
20251212_F08_e01__28to30,20251212_F08_e01,mutant,14,cep290_homozygous,28.0,30.0,36,41,28.134269300390624,29.953735149609376,True,False,,
20251212_F08_e01__30to32,20251212_F08_e01,mutant,14,cep290_homozygous,30.0,32.0,41,47,29.953735149609376,32.14331341047364,True,False,,
20251212_F08_e01__32to34,20251212_F08_e01,mutant,14,cep290_homozygous,32.0,34.0,47,52,32.14331341047364,33.964013784008785,True,False,,
20251212_F08_e01__34to36,20251212_F08_e01,mutant,14,cep290_homozygous,34.0,36.0,52,58,33.964013784008785,36.15291390600586,True,False,,
20251212_F08_e01__36to38,20251212_F08_e01,mutant,14,cep290_homozygous,36.0,38.0,58,65,36.15291390600586,38.69839294226074,True,False,,
20251212_F08_e01__38to40,20251212_F08_e01,mutant,14,cep290_homozygous,38.0,40.0,65,69,38.69839294226074,40.16041586550293,True,False,,
20251212_F08_e01__40to42,20251212_F08_e01,mutant,14,cep290_homozygous,40.0,42.0,69,74,40.16041586550293,41.984711589550784,True,False,,
20251212_F08_e01__42to44,20251212_F08_e01,mutant,14,cep290_homozygous,42.0,44.0,74,80,41.984711589550784,44.16926177307129,True,False,,
20251212_F08_e01__44to46,20251212_F08_e01,mutant,14,cep290_homozygous,44.0,46.0,80,85,44.16926177307129,45.98856911491699,True,False,,
20251212_F08_e01__46to48,20251212_F08_e01,mutant,14,cep290_homozygous,46.0,48.0,85,88,45.98856911491699,47.07962224255371,True,False,,
20251205_C10_e01__24to26,20251205_C10_e01,mutant,15,cep290_homozygous,24.0,26.0,8,13,24.06824309157715,25.96444057141113,True,False,,
20251205_C10_e01__26to28,20251205_C10_e01,mutant,15,cep290_homozygous,26.0,28.0,13,18,25.96444057141113,27.87057764099121,True,False,,
20251205_C10_e01__28to30,20251205_C10_e01,mutant,15,cep290_homozygous,28.0,30.0,18,24,27.87057764099121,30.14514263642578,True,False,,
20251205_C10_e01__30to32,20251205_C10_e01,mutant,15,cep290_homozygous,30.0,32.0,24,29,30.14514263642578,32.040464199902345,True,False,,
20251205_C10_e01__32to34,20251205_C10_e01,mutant,15,cep290_homozygous,32.0,34.0,29,34,32.040464199902345,33.9409186706543,True,False,,
20251205_C10_e01__34to36,20251205_C10_e01,mutant,15,cep290_homozygous,34.0,36.0,34,39,33.9409186706543,35.83844070600586,True,False,,
20251205_C10_e01__36to38,20251205_C10_e01,mutant,15,cep290_homozygous,36.0,38.0,39,45,35.83844070600586,38.11538743945313,True,False,,
20251205_C10_e01__38to40,20251205_C10_e01,mutant,15,cep290_homozygous,38.0,40.0,45,50,38.11538743945313,40.01158151696777,True,False,,
20251205_C10_e01__40to42,20251205_C10_e01,mutant,15,cep290_homozygous,40.0,42.0,50,55,40.01158151696777,41.9118314357666,True,False,,
20251205_C10_e01__42to44,20251205_C10_e01,mutant,15,cep290_homozygous,42.0,44.0,55,61,41.9118314357666,44.19488865600586,True,False,,
20251205_C10_e01__44to46,20251205_C10_e01,mutant,15,cep290_homozygous,44.0,46.0,61,67,44.19488865600586,46.478958412500006,True,False,,
20251205_C10_e01__46to48,20251205_C10_e01,mutant,15,cep290_homozygous,46.0,48.0,67,70,46.478958412500006,47.62101153120118,True,False,,
20251212_F11_e01__24to26,20251212_F11_e01,mutant,16,cep290_homozygous,24.0,26.0,25,29,24.127278696313475,25.58552384458008,True,False,,
20251212_F11_e01__26to28,20251212_F11_e01,mutant,16,cep290_homozygous,26.0,28.0,29,36,25.58552384458008,28.134269300390624,True,False,,
20251212_F11_e01__28to30,20251212_F11_e01,mutant,16,cep290_homozygous,28.0,30.0,36,41,28.134269300390624,29.953735149609376,True,False,,
20251212_F11_e01__30to32,20251212_F11_e01,mutant,16,cep290_homozygous,30.0,32.0,41,46,29.953735149609376,31.77824950891113,True,False,,
20251212_F11_e01__32to34,20251212_F11_e01,mutant,16,cep290_homozygous,32.0,34.0,46,52,31.77824950891113,33.964013784008785,True,False,,
20251212_F11_e01__34to36,20251212_F11_e01,mutant,16,cep290_homozygous,34.0,36.0,52,58,33.964013784008785,36.15291390600586,True,False,,
20251212_F11_e01__36to38,20251212_F11_e01,mutant,16,cep290_homozygous,36.0,38.0,58,63,36.15291390600586,37.97240135339355,True,False,,
20251212_F11_e01__38to40,20251212_F11_e01,mutant,16,cep290_homozygous,38.0,40.0,63,69,37.97240135339355,40.16041586550293,True,False,,
20251212_F11_e01__40to42,20251212_F11_e01,mutant,16,cep290_homozygous,40.0,42.0,69,74,40.16041586550293,41.984711589550784,True,False,,
20251212_F11_e01__42to44,20251212_F11_e01,mutant,16,cep290_homozygous,42.0,44.0,74,80,41.984711589550784,44.16926177307129,True,False,,
20251212_F11_e01__44to46,20251212_F11_e01,mutant,16,cep290_homozygous,44.0,46.0,80,85,44.16926177307129,45.98856911491699,True,False,,
20251212_F11_e01__46to48,20251212_F11_e01,mutant,16,cep290_homozygous,46.0,48.0,85,90,45.98856911491699,47.8071846890625,True,False,,
20250512_D08_e01__24to26,20250512_D08_e01,mutant,17,cep290_homozygous,24.0,26.0,38,44,24.179799600292966,26.09632827626953,True,False,,
20250512_D08_e01__26to28,20250512_D08_e01,mutant,17,cep290_homozygous,26.0,28.0,44,50,26.09632827626953,28.00972265998535,True,False,,
20250512_D08_e01__28to30,20250512_D08_e01,mutant,17,cep290_homozygous,28.0,30.0,50,56,28.00972265998535,29.927127249609377,True,False,,
20250512_D08_e01__30to32,20250512_D08_e01,mutant,17,cep290_homozygous,30.0,32.0,56,62,29.927127249609377,31.84538545378418,True,False,,
20250512_D08_e01__32to34,20250512_D08_e01,mutant,17,cep290_homozygous,32.0,34.0,62,69,31.84538545378418,34.082491828784185,True,False,,
20250512_D08_e01__34to36,20250512_D08_e01,mutant,17,cep290_homozygous,34.0,36.0,69,75,34.082491828784185,35.9924684699707,True,False,,
20250512_D08_e01__36to38,20250512_D08_e01,mutant,17,cep290_homozygous,36.0,38.0,75,81,35.9924684699707,37.90332909748536,True,False,,
20250512_D08_e01__38to40,20250512_D08_e01,mutant,17,cep290_homozygous,38.0,40.0,81,88,37.90332909748536,40.13116107268066,True,False,,
20250512_D08_e01__40to42,20250512_D08_e01,mutant,17,cep290_homozygous,40.0,42.0,88,94,40.13116107268066,42.0443574815918,True,False,,
20250512_D08_e01__42to44,20250512_D08_e01,mutant,17,cep290_homozygous,42.0,44.0,94,100,42.0443574815918,43.95709416057129,True,False,,
20250512_D08_e01__44to46,20250512_D08_e01,mutant,17,cep290_homozygous,44.0,46.0,100,106,43.95709416057129,45.87201449787598,True,False,,
20250512_D08_e01__46to48,20250512_D08_e01,mutant,17,cep290_homozygous,46.0,48.0,106,112,45.87201449787598,47.78980057587891,True,False,,
20251205_A03_e01__24to26,20251205_A03_e01,mutant,18,cep290_homozygous,24.0,26.0,8,13,24.06824309157715,25.96444057141113,True,False,,
20251205_A03_e01__26to28,20251205_A03_e01,mutant,18,cep290_homozygous,26.0,28.0,13,18,25.96444057141113,27.87057764099121,True,False,,
20251205_A03_e01__28to30,20251205_A03_e01,mutant,18,cep290_homozygous,28.0,30.0,18,24,27.87057764099121,30.14514263642578,True,False,,
20251205_A03_e01__30to32,20251205_A03_e01,mutant,18,cep290_homozygous,30.0,32.0,24,29,30.14514263642578,32.040464199902345,True,False,,
20251205_A03_e01__32to34,20251205_A03_e01,mutant,18,cep290_homozygous,32.0,34.0,29,34,32.040464199902345,33.9409186706543,True,False,,
20251205_A03_e01__34to36,20251205_A03_e01,mutant,18,cep290_homozygous,34.0,36.0,34,39,33.9409186706543,35.83844070600586,True,False,,
20251205_A03_e01__36to38,20251205_A03_e01,mutant,18,cep290_homozygous,36.0,38.0,39,45,35.83844070600586,38.11538743945313,True,False,,
20251205_A03_e01__38to40,20251205_A03_e01,mutant,18,cep290_homozygous,38.0,40.0,45,50,38.11538743945313,40.01158151696777,True,False,,
20251205_A03_e01__40to42,20251205_A03_e01,mutant,18,cep290_homozygous,40.0,42.0,50,55,40.01158151696777,41.9118314357666,True,False,,
20251205_A03_e01__42to44,20251205_A03_e01,mutant,18,cep290_homozygous,42.0,44.0,55,60,41.9118314357666,43.813126406689456,True,False,,
20251205_A03_e01__44to46,20251205_A03_e01,mutant,18,cep290_homozygous,44.0,46.0,60,66,43.813126406689456,46.1006810423584,True,False,,
20251205_A03_e01__46to48,20251205_A03_e01,mutant,18,cep290_homozygous,46.0,48.0,66,70,46.1006810423584,47.62101153120118,True,False,,
20251112_D08_e01__24to26,20251112_D08_e01,mutant,19,cep290_homozygous,24.0,26.0,0,2,25.0,26.214503708520507,True,False,,
20251112_D08_e01__26to28,20251112_D08_e01,mutant,19,cep290_homozygous,26.0,28.0,2,5,26.214503708520507,27.971825818896484,True,False,,
20251112_D08_e01__28to30,20251112_D08_e01,mutant,19,cep290_homozygous,28.0,30.0,5,8,27.971825818896484,29.728670437890624,True,False,,
20251112_D08_e01__30to32,20251112_D08_e01,mutant,19,cep290_homozygous,30.0,32.0,8,12,29.728670437890624,32.16372909223633,True,False,,
20251112_D08_e01__32to34,20251112_D08_e01,mutant,19,cep290_homozygous,32.0,34.0,12,15,32.16372909223633,33.923683731762694,True,False,,
20251112_D08_e01__34to36,20251112_D08_e01,mutant,19,cep290_homozygous,34.0,36.0,15,19,33.923683731762694,36.27026952468262,True,False,,
20251112_D08_e01__36to38,20251112_D08_e01,mutant,19,cep290_homozygous,36.0,38.0,19,21,36.27026952468262,37.44432454638672,True,False,,
20251112_D08_e01__38to40,20251112_D08_e01,mutant,19,cep290_homozygous,38.0,40.0,21,24,37.44432454638672,39.20926602468262,True,False,,
20251112_D08_e01__40to42,20251112_D08_e01,mutant,19,cep290_homozygous,40.0,42.0,24,29,39.20926602468262,42.147866540869146,True,False,,
20251112_D08_e01__42to44,20251112_D08_e01,mutant,19,cep290_homozygous,42.0,44.0,29,32,42.147866540869146,43.906451166162114,True,False,,
20251112_D08_e01__44to46,20251112_D08_e01,mutant,19,cep290_homozygous,44.0,46.0,32,36,43.906451166162114,46.25089496025391,True,False,,
20251112_D08_e01__46to48,20251112_D08_e01,mutant,19,cep290_homozygous,46.0,48.0,36,38,46.25089496025391,47.423855142431634,True,False,,
20251212_E10_e01__24to26,20251212_E10_e01,mutant,20,cep290_homozygous,24.0,26.0,27,31,24.857976557666014,26.314527687597657,True,False,,
20251212_E10_e01__26to28,20251212_E10_e01,mutant,20,cep290_homozygous,26.0,28.0,31,36,26.314527687597657,28.134269300390624,True,False,,
20251212_E10_e01__28to30,20251212_E10_e01,mutant,20,cep290_homozygous,28.0,30.0,36,41,28.134269300390624,29.953735149609376,True,False,,
20251212_E10_e01__30to32,20251212_E10_e01,mutant,20,cep290_homozygous,30.0,32.0,41,46,29.953735149609376,31.77824950891113,True,False,,
20251212_E10_e01__32to34,20251212_E10_e01,mutant,20,cep290_homozygous,32.0,34.0,46,52,31.77824950891113,33.964013784008785,True,False,,
20251212_E10_e01__34to36,20251212_E10_e01,mutant,20,cep290_homozygous,34.0,36.0,52,58,33.964013784008785,36.15291390600586,True,False,,
20251212_E10_e01__36to38,20251212_E10_e01,mutant,20,cep290_homozygous,36.0,38.0,58,63,36.15291390600586,37.97240135339355,True,False,,
20251212_E10_e01__38to40,20251212_E10_e01,mutant,20,cep290_homozygous,38.0,40.0,63,69,37.97240135339355,40.16041586550293,True,False,,
20251212_E10_e01__40to42,20251212_E10_e01,mutant,20,cep290_homozygous,40.0,42.0,69,74,40.16041586550293,41.984711589550784,True,False,,
20251212_E10_e01__42to44,20251212_E10_e01,mutant,20,cep290_homozygous,42.0,44.0,74,80,41.984711589550784,44.16926177307129,True,False,,
20251212_E10_e01__44to46,20251212_E10_e01,mutant,20,cep290_homozygous,44.0,46.0,80,85,44.16926177307129,45.98856911491699,True,False,,
20251212_E10_e01__46to48,20251212_E10_e01,mutant,20,cep290_homozygous,46.0,48.0,85,90,45.98856911491699,47.8071846890625,True,False,,
20251212_H07_e01__24to26,20251212_H07_e01,reference_wt,1,cep290_wildtype,24.0,26.0,25,30,24.127278696313475,25.95078325649414,True,False,,
20251212_H07_e01__26to28,20251212_H07_e01,reference_wt,1,cep290_wildtype,26.0,28.0,30,36,25.95078325649414,28.134269300390624,True,False,,
20251212_H07_e01__28to30,20251212_H07_e01,reference_wt,1,cep290_wildtype,28.0,30.0,36,41,28.134269300390624,29.953735149609376,True,False,,
20251212_H07_e01__30to32,20251212_H07_e01,reference_wt,1,cep290_wildtype,30.0,32.0,41,47,29.953735149609376,32.14331341047364,True,False,,
20251212_H07_e01__32to34,20251212_H07_e01,reference_wt,1,cep290_wildtype,32.0,34.0,47,53,32.14331341047364,34.32908784177246,True,False,,
20251212_H07_e01__34to36,20251212_H07_e01,reference_wt,1,cep290_wildtype,34.0,36.0,53,58,34.32908784177246,36.15291390600586,True,False,,
20251212_H07_e01__36to38,20251212_H07_e01,reference_wt,1,cep290_wildtype,36.0,38.0,58,63,36.15291390600586,37.97240135339355,True,False,,
20251212_H07_e01__38to40,20251212_H07_e01,reference_wt,1,cep290_wildtype,38.0,40.0,63,69,37.97240135339355,40.16041586550293,True,False,,
20251212_H07_e01__40to42,20251212_H07_e01,reference_wt,1,cep290_wildtype,40.0,42.0,69,74,40.16041586550293,41.984711589550784,True,False,,
20251212_H07_e01__42to44,20251212_H07_e01,reference_wt,1,cep290_wildtype,42.0,44.0,74,80,41.984711589550784,44.16926177307129,True,False,,
20251212_H07_e01__44to46,20251212_H07_e01,reference_wt,1,cep290_wildtype,44.0,46.0,80,85,44.16926177307129,45.98856911491699,True,False,,
20251212_H07_e01__46to48,20251212_H07_e01,reference_wt,1,cep290_wildtype,46.0,48.0,85,90,45.98856911491699,47.8071846890625,True,False,,
20251112_H05_e01__24to26,20251112_H05_e01,reference_wt,2,cep290_wildtype,24.0,26.0,0,2,25.0,26.214503708520507,True,False,,
20251112_H05_e01__26to28,20251112_H05_e01,reference_wt,2,cep290_wildtype,26.0,28.0,2,5,26.214503708520507,27.971825818896484,True,False,,
20251112_H05_e01__28to30,20251112_H05_e01,reference_wt,2,cep290_wildtype,28.0,30.0,5,8,27.971825818896484,29.728670437890624,True,False,,
20251112_H05_e01__30to32,20251112_H05_e01,reference_wt,2,cep290_wildtype,30.0,32.0,8,12,29.728670437890624,32.16372909223633,True,False,,
20251112_H05_e01__32to34,20251112_H05_e01,reference_wt,2,cep290_wildtype,32.0,34.0,12,15,32.16372909223633,33.923683731762694,True,False,,
20251112_H05_e01__34to36,20251112_H05_e01,reference_wt,2,cep290_wildtype,34.0,36.0,15,19,33.923683731762694,36.27026952468262,True,False,,
20251112_H05_e01__36to38,20251112_H05_e01,reference_wt,2,cep290_wildtype,36.0,38.0,19,22,36.27026952468262,38.03134323283692,True,False,,
20251112_H05_e01__38to40,20251112_H05_e01,reference_wt,2,cep290_wildtype,38.0,40.0,22,25,38.03134323283692,39.79477616713867,True,False,,
20251112_H05_e01__40to42,20251112_H05_e01,reference_wt,2,cep290_wildtype,40.0,42.0,25,29,39.79477616713867,42.147866540869146,True,False,,
20251112_H05_e01__42to44,20251112_H05_e01,reference_wt,2,cep290_wildtype,42.0,44.0,29,32,42.147866540869146,43.906451166162114,True,False,,
20251112_H05_e01__44to46,20251112_H05_e01,reference_wt,2,cep290_wildtype,44.0,46.0,32,36,43.906451166162114,46.25089496025391,True,False,,
20251112_H05_e01__46to48,20251112_H05_e01,reference_wt,2,cep290_wildtype,46.0,48.0,36,38,46.25089496025391,47.423855142431634,True,False,,
20251112_F08_e01__24to26,20251112_F08_e01,reference_wt,3,cep290_wildtype,24.0,26.0,0,2,25.0,26.214503708520507,True,False,,
20251112_F08_e01__26to28,20251112_F08_e01,reference_wt,3,cep290_wildtype,26.0,28.0,2,5,26.214503708520507,27.971825818896484,True,False,,
20251112_F08_e01__28to30,20251112_F08_e01,reference_wt,3,cep290_wildtype,28.0,30.0,5,8,27.971825818896484,29.728670437890624,True,False,,
20251112_F08_e01__30to32,20251112_F08_e01,reference_wt,3,cep290_wildtype,30.0,32.0,8,12,29.728670437890624,32.16372909223633,True,False,,
20251112_F08_e01__32to34,20251112_F08_e01,reference_wt,3,cep290_wildtype,32.0,34.0,12,15,32.16372909223633,33.923683731762694,True,False,,
20251112_F08_e01__34to36,20251112_F08_e01,reference_wt,3,cep290_wildtype,34.0,36.0,15,19,33.923683731762694,36.27026952468262,True,False,,
20251112_F08_e01__36to38,20251112_F08_e01,reference_wt,3,cep290_wildtype,36.0,38.0,19,22,36.27026952468262,38.03134323283692,True,False,,
20251112_F08_e01__38to40,20251112_F08_e01,reference_wt,3,cep290_wildtype,38.0,40.0,22,25,38.03134323283692,39.79477616713867,True,False,,
20251112_F08_e01__40to42,20251112_F08_e01,reference_wt,3,cep290_wildtype,40.0,42.0,25,29,39.79477616713867,42.147866540869146,True,False,,
20251112_F08_e01__42to44,20251112_F08_e01,reference_wt,3,cep290_wildtype,42.0,44.0,29,32,42.147866540869146,43.906451166162114,True,False,,
20251112_F08_e01__44to46,20251112_F08_e01,reference_wt,3,cep290_wildtype,44.0,46.0,32,36,43.906451166162114,46.25089496025391,True,False,,
20251112_F08_e01__46to48,20251112_F08_e01,reference_wt,3,cep290_wildtype,46.0,48.0,36,38,46.25089496025391,47.423855142431634,True,False,,
20251113_A05_e01__f0014__to__20251113_E04_e01__f0014,20251113_A05_e01__to__20251113_E04_e01,control_pair,1,control_cross_embryo,48.0,48.0,14,14,48.17416770222168,48.17416770222168,False,True,20251113_A05_e01,20251113_E04_e01
