feature,coefficient
z_mu_b_90,3.043623308311405
z_mu_b_80,2.38135615527459
z_mu_b_37,1.817570899356601
z_mu_b_58,1.4342650426952386
z_mu_b_92,1.2390708637030896
z_mu_b_69,1.1926789648284817
z_mu_b_83,1.0385500735492705
z_mu_b_65,0.9819048855821413
z_mu_b_82,0.9396589244717086
z_mu_b_78,0.9362858199021933
z_mu_b_30,0.8778643772514296
z_mu_b_94,0.7955994975619151
z_mu_b_73,0.7888949033990965
z_mu_b_36,0.7830056956485304
z_mu_b_81,0.7505524739858316
z_mu_b_34,0.715365472212908
z_mu_b_59,0.7087971125522627
z_mu_b_41,0.7013128196018352
z_mu_b_75,0.6697857867339898
z_mu_b_67,0.6040621344587411
z_mu_b_85,0.6001056046113015
z_mu_b_56,0.5685861066075132
z_mu_b_31,0.5173516391045121
z_mu_b_40,0.4543302713957968
z_mu_b_51,0.4230815754608989
z_mu_b_53,0.4159717566272473
z_mu_b_39,0.4040540699419023
z_mu_b_21,0.2651928873104035
z_mu_b_87,0.2106594005536926
z_mu_b_99,0.16495107981444787
z_mu_b_88,0.16195547301760152
z_mu_b_44,0.14557605928715314
z_mu_b_96,0.12483648687085763
z_mu_b_47,0.12341131599738493
z_mu_b_79,0.12080238759492917
z_mu_b_48,0.06569356837520904
z_mu_b_43,0.062142980050053406
z_mu_b_63,0.013647908669110675
z_mu_b_42,0.003744732908451758
z_mu_b_50,0.001549688804205308
z_mu_b_32,-0.005487042873223903
z_mu_b_35,-0.06060172311162784
z_mu_b_54,-0.07166533432085477
z_mu_b_70,-0.07188954252408705
z_mu_b_91,-0.08756235328755331
z_mu_b_60,-0.0925380365306436
z_mu_b_84,-0.11061258782260629
z_mu_b_45,-0.1264389310595117
z_mu_b_74,-0.15830009909793047
z_mu_b_95,-0.16594044632372043
z_mu_b_62,-0.19787016359353674
z_mu_b_55,-0.20796757255839593
z_mu_b_86,-0.23720702479888772
z_mu_b_93,-0.23993870362158282
z_mu_b_22,-0.2501452573311425
z_mu_b_26,-0.3252186289955489
z_mu_b_28,-0.32691631931644594
z_mu_b_38,-0.34387898318642407
z_mu_b_68,-0.36128717344141326
z_mu_b_89,-0.36341707361872744
z_mu_b_33,-0.42729269122152624
z_mu_b_72,-0.4876580680716629
z_mu_b_52,-0.5741896992259441
z_mu_b_25,-0.5787856528813815
z_mu_b_57,-0.6193683699946539
z_mu_b_98,-0.6972321374047604
z_mu_b_64,-0.7877031933268224
z_mu_b_77,-0.7951899231547731
z_mu_b_49,-0.8233813380926782
z_mu_b_20,-0.9559553364886223
z_mu_b_71,-0.9906043499843149
z_mu_b_97,-0.9957126385657149
z_mu_b_24,-1.1933835796827383
z_mu_b_46,-1.2923620034253585
z_mu_b_66,-1.340663387328396
z_mu_b_27,-1.537741122314137
z_mu_b_29,-1.6310825269567757
z_mu_b_76,-1.663811328684094
z_mu_b_23,-1.8600951830527943
z_mu_b_61,-2.177635630710527
