well_id,well,nd2_series_num,microscope,time_int,Height (um),Width (um),Height (px),Width (px),BF Channel,Objective,Time (s),experiment_date,medium,genotype,chem_perturbation,start_age_hpf,embryos_per_well,temperature,well_qc_flag,Time Rel (s)
20240418_C03,C03,18,YX1,1,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,2454.4073145003904,20240418,MC_01,noto,,12,2,,0,2453.4300368652343
20240418_C03,C03,18,YX1,2,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,4326.423574510156,20240418,MC_01,noto,,12,2,,0,4325.4462968749995
20240418_C03,C03,18,YX1,3,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,6203.237627488672,20240418,MC_01,noto,,12,2,,0,6202.260349853515
20240418_C03,C03,18,YX1,4,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,8079.421528611719,20240418,MC_01,noto,,12,2,,0,8078.444250976562
20240418_C03,C03,18,YX1,5,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,9954.991259568751,20240418,MC_01,noto,,12,2,,0,9954.013981933595
20240418_C03,C03,18,YX1,6,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,11825.512202683985,20240418,MC_01,noto,,12,2,,0,11824.534925048829
20240418_C03,C03,18,YX1,7,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,13696.463140672266,20240418,MC_01,noto,,12,2,,0,13695.485863037109
20240418_C03,C03,18,YX1,8,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,15567.361755662501,20240418,MC_01,noto,,12,2,,0,15566.384478027345
20240418_C03,C03,18,YX1,9,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,17443.593237596095,20240418,MC_01,noto,,12,2,,0,17442.61595996094
20240418_C03,C03,18,YX1,10,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,19322.925343553125,20240418,MC_01,noto,,12,2,,0,19321.948065917968
20240418_C03,C03,18,YX1,11,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,21202.070190476956,20240418,MC_01,noto,,12,2,,0,21201.0929128418
20240418_C03,C03,18,YX1,12,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,23075.780898484765,20240418,MC_01,noto,,12,2,,0,23074.80362084961
20240418_C03,C03,18,YX1,13,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,24950.650656541406,20240418,MC_01,noto,,12,2,,0,24949.67337890625
20240418_C03,C03,18,YX1,14,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,26825.733870652733,20240418,MC_01,noto,,12,2,,0,26824.756593017577
20240418_C03,C03,18,YX1,15,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,28700.76075663906,20240418,MC_01,noto,,12,2,,0,28699.783479003905
20240418_C03,C03,18,YX1,16,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,30576.469098680078,20240418,MC_01,noto,,12,2,,0,30575.49182104492
20240418_C03,C03,18,YX1,17,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,32449.156685594142,20240418,MC_01,noto,,12,2,,0,32448.179407958985
20240418_C03,C03,18,YX1,18,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,34320.98819951016,20240418,MC_01,noto,,12,2,,0,34320.01092187501
20240418_C03,C03,18,YX1,19,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,36193.69207451016,20240418,MC_01,noto,,12,2,,0,36192.71479687501
20240418_C03,C03,18,YX1,20,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,38061.54214970547,20240418,MC_01,noto,,12,2,,0,38060.56487207032
20240418_C03,C03,18,YX1,21,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,39940.11250248867,20240418,MC_01,noto,,12,2,,0,39939.13522485352
20240418_C03,C03,18,YX1,22,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,41812.1433325668,20240418,MC_01,noto,,12,2,,0,41811.166054931644
20240418_C03,C03,18,YX1,23,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,43690.74235551601,20240418,MC_01,noto,,12,2,,0,43689.76507788086
20240418_C03,C03,18,YX1,24,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,45561.99923466641,20240418,MC_01,noto,,12,2,,0,45561.021957031255
20240418_C03,C03,18,YX1,25,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,47433.787036668364,20240418,MC_01,noto,,12,2,,0,47432.80975903321
20240418_C03,C03,18,YX1,26,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,49305.44204057461,20240418,MC_01,noto,,12,2,,0,49304.46476293946
20240418_C03,C03,18,YX1,27,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,51172.91517949063,20240418,MC_01,noto,,12,2,,0,51171.937901855476
20240418_C03,C03,18,YX1,28,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,53044.337709519925,20240418,MC_01,noto,,12,2,,0,53043.36043188477
20240418_C03,C03,18,YX1,29,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,54914.47934648281,20240418,MC_01,noto,,12,2,,0,54913.50206884766
20240418_C03,C03,18,YX1,30,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,56783.223808641014,20240418,MC_01,noto,,12,2,,0,56782.24653100586
20240418_C03,C03,18,YX1,31,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,58657.06617265469,20240418,MC_01,noto,,12,2,,0,58656.08889501954
20240418_C03,C03,18,YX1,32,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,60524.63357866055,20240418,MC_01,noto,,12,2,,0,60523.656301025396
20240418_C03,C03,18,YX1,33,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,62392.5800435043,20240418,MC_01,noto,,12,2,,0,62391.602765869146
20240418_C03,C03,18,YX1,34,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,64259.13714067227,20240418,MC_01,noto,,12,2,,0,64258.159863037115
20240418_C03,C03,18,YX1,35,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,66127.0247075668,20240418,MC_01,noto,,12,2,,0,66126.04742993164
20240418_C03,C03,18,YX1,36,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,67990.8336475082,20240418,MC_01,noto,,12,2,,0,67989.85636987304
20240418_C03,C03,18,YX1,37,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,69861.07031669766,20240418,MC_01,noto,,12,2,,0,69860.0930390625
20240418_C03,C03,18,YX1,38,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,71727.43625151212,20240418,MC_01,noto,,12,2,,0,71726.45897387696
20240418_C03,C03,18,YX1,39,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,73601.03443364102,20240418,MC_01,noto,,12,2,,0,73600.05715600586
20240418_C03,C03,18,YX1,40,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,75478.51361552578,20240418,MC_01,noto,,12,2,,0,75477.53633789062
20240418_C03,C03,18,YX1,41,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,77351.20731669766,20240418,MC_01,noto,,12,2,,0,77350.2300390625
20240418_C03,C03,18,YX1,42,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,79220.15402958829,20240418,MC_01,noto,,12,2,,0,79219.17675195313
20240418_C03,C03,18,YX1,43,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,81090.67114262539,20240418,MC_01,noto,,12,2,,0,81089.69386499023
20240418_C03,C03,18,YX1,44,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,82959.53360649258,20240418,MC_01,noto,,12,2,,0,82958.55632885742
20240418_C03,C03,18,YX1,45,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,84830.46375859219,20240418,MC_01,noto,,12,2,,0,84829.48648095703
20240418_D03,D03,19,YX1,0,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,452.10647953945306,20240418,MC_01,noto,,12,2,,0,451.1292019042969
20240418_D03,D03,19,YX1,1,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,2476.5573035140624,20240418,MC_01,noto,,12,2,,0,2475.5800258789063
20240418_D03,D03,19,YX1,2,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,4348.745669480859,20240418,MC_01,noto,,12,2,,0,4347.768391845702
20240418_D03,D03,19,YX1,3,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,6226.029985642968,20240418,MC_01,noto,,12,2,,0,6225.052708007812
20240418_D03,D03,19,YX1,4,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,8101.907458543359,20240418,MC_01,noto,,12,2,,0,8100.930180908203
20240418_D03,D03,19,YX1,5,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,9977.903492478907,20240418,MC_01,noto,,12,2,,0,9976.92621484375
20240418_D03,D03,19,YX1,6,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,11848.057596482813,20240418,MC_01,noto,,12,2,,0,11847.080318847657
20240418_D03,D03,19,YX1,7,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,13719.381366502344,20240418,MC_01,noto,,12,2,,0,13718.404088867188
20240418_D03,D03,19,YX1,8,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,15590.08295854336,20240418,MC_01,noto,,12,2,,0,15589.105680908204
20240418_D03,D03,19,YX1,9,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,17466.49320463711,20240418,MC_01,noto,,12,2,,0,17465.515927001954
20240418_D03,D03,19,YX1,10,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,19345.359841600002,20240418,MC_01,noto,,12,2,,0,19344.382563964846
20240418_D03,D03,19,YX1,11,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,21225.06198564297,20240418,MC_01,noto,,12,2,,0,21224.084708007813
20240418_D03,D03,19,YX1,12,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,23098.341595506252,20240418,MC_01,noto,,12,2,,0,23097.364317871095
20240418_D03,D03,19,YX1,13,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,24973.34631450039,20240418,MC_01,noto,,12,2,,0,24972.369036865235
20240418_D03,D03,19,YX1,14,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,26848.133375535548,20240418,MC_01,noto,,12,2,,0,26847.15609790039
20240418_D03,D03,19,YX1,15,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,28723.30879765469,20240418,MC_01,noto,,12,2,,0,28722.331520019532
20240418_D03,D03,19,YX1,16,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,30599.305508592188,20240418,MC_01,noto,,12,2,,0,30598.32823095703
20240418_D03,D03,19,YX1,17,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,32471.142640672268,20240418,MC_01,noto,,12,2,,0,32470.16536303711
20240418_D03,D03,19,YX1,18,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,34343.516385545314,20240418,MC_01,noto,,12,2,,0,34342.53910791016
20240418_D03,D03,19,YX1,19,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,36216.32986552578,20240418,MC_01,noto,,12,2,,0,36215.35258789063
20240418_D03,D03,19,YX1,20,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,38083.96607548672,20240418,MC_01,noto,,12,2,,0,38082.98879785157
20240418_D03,D03,19,YX1,21,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,39962.60372856289,20240418,MC_01,noto,,12,2,,0,39961.62645092774
20240418_D03,D03,19,YX1,22,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,41834.743900682035,20240418,MC_01,noto,,12,2,,0,41833.76662304688
20240418_D03,D03,19,YX1,23,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,43713.56341362149,20240418,MC_01,noto,,12,2,,0,43712.586135986334
20240418_D03,D03,19,YX1,24,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,45584.75404863125,20240418,MC_01,noto,,12,2,,0,45583.7767709961
20240418_D03,D03,19,YX1,25,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,47456.59716166836,20240418,MC_01,noto,,12,2,,0,47455.61988403321
20240418_D03,D03,19,YX1,26,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,49328.13897270351,20240418,MC_01,noto,,12,2,,0,49327.16169506836
20240418_D03,D03,19,YX1,27,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,51195.16464970547,20240418,MC_01,noto,,12,2,,0,51194.187372070315
20240418_D03,D03,19,YX1,28,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,53067.26253056485,20240418,MC_01,noto,,12,2,,0,53066.285252929694
20240418_D03,D03,19,YX1,29,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,54937.23490068203,20240418,MC_01,noto,,12,2,,0,54936.25762304688
20240418_D03,D03,19,YX1,30,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,56805.887729539456,20240418,MC_01,noto,,12,2,,0,56804.9104519043
20240418_D03,D03,19,YX1,31,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,58680.15344658047,20240418,MC_01,noto,,12,2,,0,58679.17616894532
20240418_D03,D03,19,YX1,32,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,60547.404441697654,20240418,MC_01,noto,,12,2,,0,60546.4271640625
20240418_D03,D03,19,YX1,33,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,62415.23902861172,20240418,MC_01,noto,,12,2,,0,62414.26175097657
20240418_D03,D03,19,YX1,34,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,64281.68568852383,20240418,MC_01,noto,,12,2,,0,64280.70841088868
20240418_D03,D03,19,YX1,35,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,66149.71081450039,20240418,MC_01,noto,,12,2,,0,66148.73353686523
20240418_D03,D03,19,YX1,36,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,68013.67261357266,20240418,MC_01,noto,,12,2,,0,68012.6953359375
20240418_D03,D03,19,YX1,37,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,69883.56864848477,20240418,MC_01,noto,,12,2,,0,69882.59137084961
20240418_D03,D03,19,YX1,38,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,71750.27397050626,20240418,MC_01,noto,,12,2,,0,71749.2966928711
20240418_D03,D03,19,YX1,39,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,73623.94407866054,20240418,MC_01,noto,,12,2,,0,73622.96680102538
20240418_D03,D03,19,YX1,40,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,75501.52367460782,20240418,MC_01,noto,,12,2,,0,75500.54639697266
20240418_D03,D03,19,YX1,41,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,77374.11929252773,20240418,MC_01,noto,,12,2,,0,77373.14201489257
20240418_D03,D03,19,YX1,42,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,79242.69572368008,20240418,MC_01,noto,,12,2,,0,79241.71844604492
20240418_D03,D03,19,YX1,43,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,81113.46406059414,20240418,MC_01,noto,,12,2,,0,81112.48678295898
20240418_D03,D03,19,YX1,44,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,82982.40326249844,20240418,MC_01,noto,,12,2,,0,82981.42598486328
20240418_D03,D03,19,YX1,45,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,84853.33008549649,20240418,MC_01,noto,,12,2,,0,84852.35280786133
20240418_E03,E03,20,YX1,0,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,477.3615945296874,20240418,EM,noto,,12,2,,0,476.38431689453125
20240418_E03,E03,20,YX1,1,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,2499.6001216292966,20240418,EM,noto,,12,2,,0,2498.6228439941406
20240418_E03,E03,20,YX1,2,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,4371.5364216781245,20240418,EM,noto,,12,2,,0,4370.559144042968
20240418_E03,E03,20,YX1,3,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,6249.089338670313,20240418,EM,noto,,12,2,,0,6248.112061035156
20240418_E03,E03,20,YX1,4,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,8125.39354863125,20240418,EM,noto,,12,2,,0,8124.416270996094
20240418_E03,E03,20,YX1,5,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,10000.84514164883,20240418,EM,noto,,12,2,,0,9999.867864013673
20240418_E03,E03,20,YX1,6,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,11870.646267625392,20240418,EM,noto,,12,2,,0,11869.668989990236
20240418_E03,E03,20,YX1,7,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,13742.544346482813,20240418,EM,noto,,12,2,,0,13741.567068847657
20240418_E03,E03,20,YX1,8,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,15613.13534550625,20240418,EM,noto,,12,2,,0,15612.158067871094
20240418_E03,E03,20,YX1,9,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,17489.589382615624,20240418,EM,noto,,12,2,,0,17488.612104980468
20240418_E03,E03,20,YX1,10,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,19368.485984666408,20240418,EM,noto,,12,2,,0,19367.50870703125
20240418_E03,E03,20,YX1,11,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,21247.983390672267,20240418,EM,noto,,12,2,,0,21247.00611303711
20240418_E03,E03,20,YX1,12,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,23121.257222703516,20240418,EM,noto,,12,2,,0,23120.27994506836
20240418_E03,E03,20,YX1,13,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,24996.412827683984,20240418,EM,noto,,12,2,,0,24995.435550048827
20240418_E03,E03,20,YX1,14,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,26870.890667527736,20240418,EM,noto,,12,2,,0,26869.91338989258
20240418_E03,E03,20,YX1,15,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,28746.057206590234,20240418,EM,noto,,12,2,,0,28745.079928955078
20240418_E03,E03,20,YX1,16,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,30622.28340751797,20240418,EM,noto,,12,2,,0,30621.306129882814
20240418_E03,E03,20,YX1,17,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,32494.048711717187,20240418,EM,noto,,12,2,,0,32493.07143408203
20240418_E03,E03,20,YX1,18,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,34366.194982713285,20240418,EM,noto,,12,2,,0,34365.21770507813
20240418_E03,E03,20,YX1,19,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,36239.17383451992,20240418,EM,noto,,12,2,,0,36238.196556884766
20240418_E03,E03,20,YX1,20,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,38107.18302958828,20240418,EM,noto,,12,2,,0,38106.20575195313
20240418_E03,E03,20,YX1,21,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,39985.38760771328,20240418,EM,noto,,12,2,,0,39984.41033007813
20240418_E03,E03,20,YX1,22,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,41857.697314500394,20240418,EM,noto,,12,2,,0,41856.72003686524
20240418_E03,E03,20,YX1,23,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,43736.678413621485,20240418,EM,noto,,12,2,,0,43735.70113598633
20240418_E03,E03,20,YX1,24,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,45607.72081450039,20240418,EM,noto,,12,2,,0,45606.74353686524
20240418_E03,E03,20,YX1,25,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,47479.46766557461,20240418,EM,noto,,12,2,,0,47478.490387939455
20240418_E03,E03,20,YX1,26,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,49351.32291362149,20240418,EM,noto,,12,2,,0,49350.345635986334
20240418_E03,E03,20,YX1,27,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,51218.306796678124,20240418,EM,noto,,12,2,,0,51217.32951904297
20240418_E03,E03,20,YX1,28,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,53090.001344529686,20240418,EM,noto,,12,2,,0,53089.02406689453
20240418_E03,E03,20,YX1,29,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,54960.45318266445,20240418,EM,noto,,12,2,,0,54959.4759050293
20240418_E03,E03,20,YX1,30,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,56828.5501216293,20240418,EM,noto,,12,2,,0,56827.572843994145
20240418_E03,E03,20,YX1,31,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,58702.93259355312,20240418,EM,noto,,12,2,,0,58701.95531591797
20240418_E03,E03,20,YX1,32,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,60570.09924760586,20240418,EM,noto,,12,2,,0,60569.12196997071
20240418_E03,E03,20,YX1,33,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,62438.45620048672,20240418,EM,noto,,12,2,,0,62437.478922851566
20240418_E03,E03,20,YX1,34,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,64304.6470266586,20240418,EM,noto,,12,2,,0,64303.669749023444
20240418_E03,E03,20,YX1,35,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,66172.67178251797,20240418,EM,noto,,12,2,,0,66171.6945048828
20240418_E03,E03,20,YX1,36,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,68036.69974369962,20240418,EM,noto,,12,2,,0,68035.72246606446
20240418_E03,E03,20,YX1,37,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,69906.63201371914,20240418,EM,noto,,12,2,,0,69905.65473608398
20240418_E03,E03,20,YX1,38,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,71773.71199858242,20240418,EM,noto,,12,2,,0,71772.73472094726
20240418_E03,E03,20,YX1,39,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,73647.09574150234,20240418,EM,noto,,12,2,,0,73646.11846386718
20240418_E03,E03,20,YX1,40,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,75524.63863652188,20240418,EM,noto,,12,2,,0,75523.66135888672
20240418_E03,E03,20,YX1,41,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,77397.52772465664,20240418,EM,noto,,12,2,,0,77396.55044702148
20240418_E03,E03,20,YX1,42,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,79265.5791895004,20240418,EM,noto,,12,2,,0,79264.60191186523
20240418_E03,E03,20,YX1,43,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,81136.59294365079,20240418,EM,noto,,12,2,,0,81135.61566601563
20240418_E03,E03,20,YX1,44,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,83005.06148368985,20240418,EM,noto,,12,2,,0,83004.08420605469
20240418_E03,E03,20,YX1,45,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,84876.38396367032,20240418,EM,noto,,12,2,,0,84875.40668603516
20240418_F03,F03,21,YX1,0,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,502.3334126449218,20240418,EM,noto,,12,2,,0,501.35613500976564
20240418_F03,F03,21,YX1,1,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,2521.6360867171875,20240418,EM,noto,,12,2,,0,2520.6588090820314
20240418_F03,F03,21,YX1,2,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,4393.968724656641,20240418,EM,noto,,12,2,,0,4392.991447021484
20240418_F03,F03,21,YX1,3,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,6271.343676560938,20240418,EM,noto,,12,2,,0,6270.366398925781
20240418_F03,F03,21,YX1,4,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,8147.595417527735,20240418,EM,noto,,12,2,,0,8146.618139892578
20240418_F03,F03,21,YX1,5,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,10023.137212693751,20240418,EM,noto,,12,2,,0,10022.159935058595
20240418_F03,F03,21,YX1,6,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,11892.649341600001,20240418,EM,noto,,12,2,,0,11891.672063964845
20240418_F03,F03,21,YX1,7,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,13764.941418504297,20240418,EM,noto,,12,2,,0,13763.96414086914
20240418_F03,F03,21,YX1,8,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,15635.291244676173,20240418,EM,noto,,12,2,,0,15634.313967041016
20240418_F03,F03,21,YX1,9,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,17511.611362596093,20240418,EM,noto,,12,2,,0,17510.634084960937
20240418_F03,F03,21,YX1,10,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,19390.79756450039,20240418,EM,noto,,12,2,,0,19389.820286865233
20240418_F03,F03,21,YX1,11,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,21270.496374558985,20240418,EM,noto,,12,2,,0,21269.51909692383
20240418_F03,F03,21,YX1,12,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,23143.335686570703,20240418,EM,noto,,12,2,,0,23142.358408935546
20240418_F03,F03,21,YX1,13,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,25018.887095506252,20240418,EM,noto,,12,2,,0,25017.909817871096
20240418_F03,F03,21,YX1,14,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,26893.140974656642,20240418,EM,noto,,12,2,,0,26892.163697021486
20240418_F03,F03,21,YX1,15,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,28768.039884568752,20240418,EM,noto,,12,2,,0,28767.062606933596
20240418_F03,F03,21,YX1,16,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,30644.546350633205,20240418,EM,noto,,12,2,,0,30643.56907299805
20240418_F03,F03,21,YX1,17,7080.86262190448,7080.86262190448,2189,2189,0,Plan Apo λ 4x,32516.229581590236,20240418,EM,noto,,12,2,,0,32515.25230395508
