feature,coefficient
z_mu_b_58,2.6956886882628437
z_mu_b_90,2.434711875632455
z_mu_b_37,2.290063632325697
z_mu_b_39,2.188158824484181
z_mu_b_78,2.0015929276788405
z_mu_b_80,1.8947662100264917
z_mu_b_85,1.646305954619484
z_mu_b_69,1.3110118355632117
z_mu_b_67,1.0361305203791897
z_mu_b_36,0.9304447249165981
z_mu_b_81,0.897393383191716
z_mu_b_43,0.8350457244292712
z_mu_b_75,0.7951728759144243
z_mu_b_73,0.7841075496075297
z_mu_b_42,0.6985311982736431
z_mu_b_30,0.6824615157113203
z_mu_b_56,0.647779375516365
z_mu_b_92,0.6058672525142058
z_mu_b_94,0.599014576457695
z_mu_b_41,0.5189049745382496
z_mu_b_53,0.5135844363356323
z_mu_b_83,0.49732353961988235
z_mu_b_31,0.4499498819646852
z_mu_b_59,0.41641187961071874
z_mu_b_91,0.4066307216203701
z_mu_b_22,0.4028754406047789
z_mu_b_47,0.3635983390405732
z_mu_b_65,0.34348784817209316
z_mu_b_88,0.2345279092379044
z_mu_b_51,0.22644636034430907
z_mu_b_74,0.22591737807743648
z_mu_b_48,0.2010234417273142
z_mu_b_93,0.20008292562092578
z_mu_b_34,0.16953349072181256
z_mu_b_95,0.15180112717256655
z_mu_b_21,0.1512369147972138
z_mu_b_44,0.1155909795156421
z_mu_b_87,0.09910554997309765
z_mu_b_45,0.09842660541684184
z_mu_b_63,0.09759076832292446
z_mu_b_82,0.0644102318690114
z_mu_b_52,0.030198230995430626
z_mu_b_25,-0.0075311362538112315
z_mu_b_68,-0.025586007973699823
z_mu_b_96,-0.08319179706832668
z_mu_b_35,-0.12123509775876189
z_mu_b_49,-0.1247589588519886
z_mu_b_50,-0.14241117359632072
z_mu_b_62,-0.1472837517687978
z_mu_b_54,-0.16760712449900037
z_mu_b_99,-0.19548393569305658
z_mu_b_70,-0.22604548510662426
z_mu_b_57,-0.252448021942565
z_mu_b_33,-0.25962041336949715
z_mu_b_84,-0.2672865697884437
z_mu_b_64,-0.2704300366557228
z_mu_b_79,-0.272026752503063
z_mu_b_23,-0.3253866485641879
z_mu_b_26,-0.32923502216473094
z_mu_b_32,-0.3606210330533402
z_mu_b_60,-0.36879199447532957
z_mu_b_72,-0.4778221147208125
z_mu_b_38,-0.5030335465040146
z_mu_b_86,-0.5117376082489299
z_mu_b_97,-0.6015398840221976
z_mu_b_77,-0.6689286857972954
z_mu_b_28,-0.6745459333947983
z_mu_b_55,-0.6804603906231087
z_mu_b_40,-0.7922583610788536
z_mu_b_71,-0.9047883175244467
z_mu_b_20,-0.9534872305000196
z_mu_b_24,-1.0072114144552238
z_mu_b_98,-1.0421582673517098
z_mu_b_46,-1.0494094221679218
z_mu_b_89,-1.2860655856667944
z_mu_b_29,-1.3254565164168808
z_mu_b_27,-1.358112575947912
z_mu_b_66,-1.391409576346191
z_mu_b_76,-1.7403018516743052
z_mu_b_61,-2.646958126844901
