PCA_1,PCA_2,PCA_3,phenotype
1.1988211571141594,1.5208923770635214,2.701523119291913,wt_temp22
1.1926343543465667,1.5302238774610952,2.6785179169206192,wt_temp22
1.1794678055499586,1.5363965276885663,2.6555348869936375,wt_temp22
1.1733049381016458,1.5455228700610022,2.631795350872999,wt_temp22
1.1982912926182225,1.553257308004595,2.6350922067237135,wt_temp22
1.2211179343372034,1.563922405305579,2.6288143015703618,wt_temp22
1.2287601943251747,1.57624772839979,2.6061736748956235,wt_temp22
1.2287450761637257,1.5869193736581073,2.581188974665443,wt_temp22
1.225683569172945,1.596636488292364,2.5559775512344305,wt_temp22
1.220974546917757,1.6057706841600459,2.5308035080134714,wt_temp22
1.2152101598893004,1.6145097575820495,2.505706109742294,wt_temp22
1.208706031307021,1.6229656251262121,2.48067722437612,wt_temp22
1.2016993448847755,1.6312138408622736,2.455725288858976,wt_temp22
1.1943370298390479,1.639310567489073,2.4308319983499302,wt_temp22
1.1867042476748968,1.6472949004889346,2.4059711448767804,wt_temp22
1.1788663603161331,1.6551835932474441,2.3811538514092017,wt_temp22
1.170861320406382,1.6629970081326955,2.356361196234412,wt_temp22
1.1627202646156876,1.6707469170772435,2.331589172079487,wt_temp22
1.1544706706467107,1.6784390039211048,2.3068452800923844,wt_temp22
1.1461269277802646,1.686084590274292,2.28211327807433,wt_temp22
1.1377046076729085,1.6936890828675157,2.2573917910526835,wt_temp22
1.1292187241788383,1.7012550754475972,2.232685615945465,wt_temp22
1.1206774565194433,1.7087887704438522,2.207985474312835,wt_temp22
1.1120905451775196,1.7162930457863288,2.1832911172647966,wt_temp22
1.1034675193268215,1.7237695450764783,2.1586049653067825,wt_temp22
1.0948136311661585,1.731222509652325,2.1339197165540456,wt_temp22
1.086135973272394,1.738653713831204,2.1092352642531798,wt_temp22
1.0774416598853325,1.7460642722354012,2.084552941147231,wt_temp22
1.068735546174064,1.7534567383324597,2.0598686480161317,wt_temp22
1.060023267192761,1.7608326442382818,2.0351811329550404,wt_temp22
1.0513104944495122,1.768193263041914,2.0104895479909413,wt_temp22
1.0426025826821963,1.7755400179101297,1.9857921420588056,wt_temp22
1.0339047762648004,1.7828744136473602,1.9610865354922877,wt_temp22
1.0252232463668594,1.790197271584833,1.9363723423305461,wt_temp22
1.0165644006676515,1.797509426579948,1.9116488654422477,wt_temp22
1.0079334948190486,1.8048130315972144,1.8869106988172164,wt_temp22
0.9993380910513967,1.8121087906699997,1.8621571064411235,wt_temp22
0.9907878418031393,1.8193963085614875,1.8373908906130734,wt_temp22
0.9822878120595322,1.8266800308546387,1.8125981969388651,wt_temp22
0.9738530024168992,1.8339571381556337,1.7877896946493972,wt_temp22
0.965490591948527,1.8412332050347882,1.7629472638536852,wt_temp22
0.9572197515208589,1.8485056755325515,1.738080321099245,wt_temp22
0.9490571456558066,1.8557772444895198,1.713180157357411,wt_temp22
0.9410216211343388,1.8630513471047156,1.68823484450837,wt_temp22
0.9331267958976064,1.8703270543804826,1.663243973436718,wt_temp22
0.9253801058248661,1.8776038795409653,1.6382035771975243,wt_temp22
0.9177920919407406,1.8848780973257397,1.613120003440645,wt_temp22
0.9103683039082616,1.8921501419145652,1.587984334660498,wt_temp22
0.9031173687768588,1.8994164800161883,1.562800301715539,wt_temp22
0.8960436289785719,1.9066761940755321,1.5375614582765587,wt_temp22
0.8891512328966559,1.9139261488546326,1.512267866024019,wt_temp22
0.8824425671045347,1.9211613616820507,1.4869249422019681,wt_temp22
0.8759124771659956,1.928379914182687,1.4615264196992088,wt_temp22
0.8695536558523289,1.935575615630137,1.4360804076856328,wt_temp22
0.8633495350126285,1.9427441843862998,1.410588291799648,wt_temp22
0.8572759441089133,1.9498800796670914,1.3850567578210269,wt_temp22
0.85129842945811,1.9569788617672856,1.3594905340707875,wt_temp22
0.8453744708617711,1.9640350294799216,1.333901468429602,wt_temp22
0.8394524085257116,1.9710453632314249,1.308297766872183,wt_temp22
0.8334767408120687,1.9780064459760698,1.282693934818549,wt_temp22
0.8273904360621046,1.9849170427948932,1.2571024635944938,wt_temp22
0.821140172987798,1.9917773652317552,1.2315360410476794,wt_temp22
0.8146813456214177,1.9985879983978898,1.2060103949336747,wt_temp22
0.8079784166323924,2.005352385682242,1.180533010957862,wt_temp22
0.8010219439384387,2.0120686605796374,1.155112763539874,wt_temp22
0.793824442227207,2.0187310151095486,1.1297441191939799,wt_temp22
0.7863984767530802,2.025332661014585,1.1044254850798396,wt_temp22
0.7787538224785387,2.031867505690951,1.0791548895304282,wt_temp22
0.7708980620045415,2.0383298552119187,1.0539304091770325,wt_temp22
0.7628370254188953,2.044714205854746,1.0287504271431942,wt_temp22
0.7545752511158996,2.051014993552237,1.0036141897949649,wt_temp22
0.7461165642275907,2.0572262604501677,0.9785228251284801,wt_temp22
0.7374623041332592,2.0633429878549743,0.9534736395027305,wt_temp22
0.728614236938399,2.0693589762655042,0.9284684084787395,wt_temp22
0.7195724167185765,2.075268396164009,0.9035068310247105,wt_temp22
0.7103364648586741,2.0810648712914026,0.8785900496529626,wt_temp22
0.7009049634742752,2.086741852314286,0.8537188440983903,wt_temp22
0.691276001559887,2.0922922289008805,0.8288950493181925,wt_temp22
0.6814465872955651,2.097708620343873,0.8041200063525764,wt_temp22
0.6714133045752821,2.1029829242759535,0.7793962889459447,wt_temp22
0.6611717487234653,2.108106547611856,0.7547263378843234,wt_temp22
0.6507167516787459,2.113070173824741,0.730113152717905,wt_temp22
0.6400424398400533,2.1178636246638316,0.7055605578974687,wt_temp22
0.6291419680772036,2.122475850224732,0.6810727602465202,wt_temp22
0.618008425000525,2.12689578500523,0.6566543410003162,wt_temp22
0.6066411286622392,2.131118949191796,0.6323091974880065,wt_temp22
