embryo_id,sigma,threshold,success,length_um,mean_curvature,n_centerline_points
20250512_E06_e01_t0086,10,0.4,True,2175.33441309289,0.00212616019453135,586
20250512_E06_e01_t0086,10,0.5,True,2151.514950698536,0.0021759901262840588,578
20250512_E06_e01_t0086,10,0.6,True,2155.0688340489505,0.0022087051099797823,581
20250512_E06_e01_t0086,10,0.7,True,2175.529798594081,0.0022425164681837534,588
20250512_E06_e01_t0086,10,0.8,True,2187.1636537579243,0.0021668744044336633,586
20250512_E06_e01_t0086,10,0.9,True,2196.418399918535,0.0021397919124854477,589
20250512_E06_e01_t0086,15,0.4,True,2082.8936555384876,0.0022109337634849797,558
20250512_E06_e01_t0086,15,0.5,True,2139.2860356862666,0.0021812785227877758,576
20250512_E06_e01_t0086,15,0.6,True,2171.869588074084,0.0020730662502013225,582
20250512_E06_e01_t0086,15,0.7,True,2132.538235232654,0.00210981789794881,571
20250512_E06_e01_t0086,15,0.8,True,2139.7285463062585,0.0021742096201516447,572
20250512_E06_e01_t0086,15,0.9,True,2118.1945060711096,0.0022314217808206975,564
20250512_E06_e01_t0086,20,0.4,True,1192.9165848118107,0.003433201995784601,346
20250512_E06_e01_t0086,20,0.5,True,1277.7434830082716,0.002723248092277442,356
20250512_E06_e01_t0086,20,0.6,True,2037.0082810013184,0.0021961567589382815,543
20250512_E06_e01_t0086,20,0.7,True,2070.920899545706,0.00214207661146769,550
20250512_E06_e01_t0086,20,0.8,True,2076.1710891483267,0.002149474093827512,550
20250512_E06_e01_t0086,20,0.9,True,1871.821146188715,0.002015696135886765,500
20250512_E06_e01_t0086,25,0.4,True,1308.868906795218,0.002220487055244094,371
20250512_E06_e01_t0086,25,0.5,True,1177.8260048029783,0.0029135414214620193,325
20250512_E06_e01_t0086,25,0.6,True,1976.0319244786476,0.0023668506130631044,531
20250512_E06_e01_t0086,25,0.7,True,1982.8766751883343,0.002211566861557989,527
20250512_E06_e01_t0086,25,0.8,True,1893.5748292413173,0.002107076583231821,506
20250512_E06_e01_t0086,25,0.9,True,1502.7176822600065,0.002450751988824451,402
20250512_E06_e01_t0086,30,0.4,True,1241.7144420310676,0.0023945309735715846,355
20250512_E06_e01_t0086,30,0.5,True,1238.7589637023161,0.0023689860794144334,352
20250512_E06_e01_t0086,30,0.6,True,1135.0188185048714,0.0036431593819178827,329
20250512_E06_e01_t0086,30,0.7,True,1825.8594369135744,0.002259204589021749,485
20250512_E06_e01_t0086,30,0.8,True,1542.1739057734246,0.0025465132421355207,413
20250512_E06_e01_t0086,30,0.9,True,1184.388855668186,0.0024075811324851233,311
20250512_E06_e01_t0086,35,0.4,True,1108.264722242909,0.002878259648774627,321
20250512_E06_e01_t0086,35,0.5,True,1154.0229152912634,0.002758102568071788,334
20250512_E06_e01_t0086,35,0.6,True,1159.8636609526163,0.0026547745866981488,331
20250512_E06_e01_t0086,35,0.7,True,1562.0739899125908,0.002410880677606584,423
20250512_E06_e01_t0086,35,0.8,True,1272.7438662695176,0.0027560316545052893,340
20250512_E06_e01_t0086,35,0.9,True,861.708153401544,0.0021781794945694506,225
20250512_E06_e01_t0086,40,0.4,True,1008.9214187842622,0.0028486535051693218,299
20250512_E06_e01_t0086,40,0.5,True,1028.2464646972242,0.00294130513339736,301
20250512_E06_e01_t0086,40,0.6,True,987.7555329719142,0.0026138441141597218,285
20250512_E06_e01_t0086,40,0.7,True,1288.2011733043948,0.0029102859995433004,359
20250512_E06_e01_t0086,40,0.8,True,1039.0324352842447,0.0025146963946025736,276
20250512_E06_e01_t0086,40,0.9,True,680.720532183989,0.00203471425440851,173
20250512_E06_e01_t0086,45,0.4,True,909.8456590018089,0.003301769494933089,271
20250512_E06_e01_t0086,45,0.5,True,882.5599632580834,0.003126397535680653,263
20250512_E06_e01_t0086,45,0.6,True,780.1128087790601,0.003607036268681855,222
20250512_E06_e01_t0086,45,0.7,True,601.6092341890931,0.0011818473545138677,173
20250512_E06_e01_t0086,45,0.8,True,835.719057382546,0.0025019515733573274,219
20250512_E06_e01_t0086,45,0.9,True,515.3982109048897,0.0018014579198840585,129
20250512_E06_e01_t0086,50,0.4,True,788.1786105136383,0.003840070482805105,233
20250512_E06_e01_t0086,50,0.5,True,511.8100571109525,0.00048012993705045013,150
20250512_E06_e01_t0086,50,0.6,True,519.6907515605342,0.0001877878325278105,153
20250512_E06_e01_t0086,50,0.7,True,583.3802952929686,0.0016264925242059438,169
20250512_E06_e01_t0086,50,0.8,True,714.8451471886027,0.0023218420340894103,193
20250512_E06_e01_t0086,50,0.9,True,371.63523665335356,0.001586715862587232,93
