arc_length_pixels,curvature_per_pixel
0.0,0.046620396975172985
2.452655388935563,0.023894087902588568
4.906729456878326,0.0009423309412144457
7.359208018126492,0.022079597678767052
9.806020048810545,0.02902414588874914
12.254236179795777,0.02318698528011794
14.70781955616663,0.017449499079687084
17.164837376333576,0.011900011477207135
19.619427080907553,0.003591738542278305
22.068393032725584,0.0065724751808454015
24.51156419392203,0.01684322455132867
26.951813661993853,0.02701823809174993
29.398958753141393,0.016019076478669
31.857359229995197,0.008888719025330704
34.315153235107395,0.011547461121320133
36.76908000321578,0.00015825130612895624
39.218920203388954,0.011326269671358096
41.664506501896,0.022867279503018666
44.111061484931454,0.0165549540404047
46.56399461182712,0.0007559148919305161
49.01910627419082,0.0033646765435463052
51.47387016840809,0.0017515421451463167
53.928267832697806,0.0001373401274901662
56.38219772444829,0.0014783777139031013
58.83554847992316,0.003096157793563335
61.28831463131542,0.004715500263949053
63.740709225981334,0.004566423562448999
66.19309869646531,0.0038136224514111246
68.64573984023556,0.003060336331055416
71.09876236326436,0.0023074123090164795
73.55219405631256,0.0015552276612359574
76.00598587005213,0.0008038059843292402
78.46003696988512,5.2933229877125855e-05
80.91421975920662,0.0006977270461869584
83.36840487836152,0.0014485191199629037
85.82248619606003,0.0021996807299590002
88.27640581063613,0.0029512283848997845
90.73017907025863,0.0037028421739658335
93.1838791796546,0.0016914147029395731
95.6373197260825,0.0007431967448498527
98.0900868966967,0.0031816012973000054
100.54184696951934,0.0056260239933989065
102.99260960529297,0.008073564549739601
105.44299158115201,0.010512228373614525
107.89432146595888,0.007155564805292659
110.34731077653664,0.003420753019719761
112.80145220515729,0.00030073030953873235
115.25567347912103,0.004022115686149552
117.70895194748141,0.007755498848857758
120.16092916985166,0.011497868823689791
122.61245788314022,0.005287377338290773
125.064235774521,0.0014201865689817692
127.51564570321077,0.008133649841558177
129.96649198709588,0.014844102801874827
132.41858548287365,0.008924230919761803
134.87316848239612,0.002898794099994001
137.32914864254582,0.003102549893264987
139.78465921321492,0.009116996541144671
142.23885819739033,0.006810012343301965
144.69256354372843,0.004441302056277083
147.14627474182527,0.0020711820692332628
149.60002484838654,0.0002984583602614559
152.053629370966,0.0026688816926432745
154.5069351760328,0.004913466615132504
156.96004736706007,0.003183453586605481
159.41313055792926,0.001453154807700617
161.86613275984354,0.0002771625661954712
164.31889063218276,0.0020084098741377098
166.77126208152725,0.0037412746101398026
169.2232589425716,0.005291727489466502
171.6751818579975,0.003898774911288389
174.12743675337913,0.0025050634550292843
176.5802254078736,0.0011124458066395573
179.03359525661034,0.0002785420902563651
181.4875251801115,0.0016679483108441354
183.9420110693777,0.002671749170310826
186.39700651033323,0.0008273865616952144
188.8520753049581,0.0010159926525380504
191.3066579651499,0.002862057169129567
193.76027818817693,0.004713547964511594
196.21269407023593,0.006570568840187181
198.66405027822498,0.00781595290671826
201.11504804153415,0.0059964229257570235
203.5664970425615,0.004173786607928547
206.01877432881747,0.0023532177924565334
208.47192120188987,0.000536143919379871
210.92578963532478,0.0012781136059230468
213.3801883034625,0.002409133525979441
215.83497514908063,0.0014272285444758418
218.28994899651,0.00044626232186656997
220.744842498911,0.0005346630614484297
223.19936887891626,0.0015165622191374239
225.65326464430657,0.002500312353754269
228.10633235973972,0.0034863970520382604
230.5584835298003,0.004474645950934842
233.00978160848484,0.005463970405563663
235.46048508354338,0.006452098922933045
237.9110904905582,0.007435321245510221
240.3623750916987,0.008408256445803695
242.81541444761717,0.008378003580457207
245.2704600382729,0.006780101033530315
247.72599144238345,0.005206180898866858
250.17991094511754,0.0036472996594235016
252.62981289445636,0.0035580190909506697
255.07524005387668,0.005645812767835268
257.51872481784005,0.007715470361594275
259.96349392546284,0.009737361834493821
262.4134134297744,0.00826550334696426
264.8706353332379,0.0018988031287742338
267.3333686790903,0.004390204524768085
269.79911789014113,0.010654405366999534
272.26662555848935,0.016898747358493133
274.7376434154468,0.023014386149433963
277.2170165665581,0.04594570666459059
279.64806654309996,0.11231156515572141
281.98041256879026,0.13558581192880081
284.3776689494707,0.06816280563020133
286.9085244666073,0.019055071542702966
289.4832547730554,0.02403758173379492
291.98505406909453,0.07759020231134461
294.36182245107307,0.1287447459272797
296.718676517617,0.09031379902406103
299.1635541188672,0.05476144289154669
301.68732536654363,0.029060872717317
304.2103754101682,0.009877240621931507
306.66669377753266,0.0016668950823268355
309.09504968860585,0.010547434574034797
311.53511395411425,0.004478200791938811
313.9874291433133,0.0013999019415909064
316.4457653178711,0.007219960229602686
318.90425437834415,0.013098105807763527
321.3589128476753,0.019083745384512962
323.8092004493365,0.022008650395322602
326.259223291595,0.010677585933060802
328.71115130805356,0.000603059303143598
331.1622494252428,0.011905257072239165
333.61008487517773,0.022808811286476813
336.05694553417146,0.01879323101526878
338.5049675530768,0.014755871095123297
340.9539458900579,0.006460913910123248
343.40499000455816,0.001810514551382817
