arc_length_pixels,curvature_per_pixel
0.0,0.010142003490900837
2.378219058719778,0.010579746047711513
4.764205170869053,0.011059291444320806
7.155661245489211,0.01158095215636002
9.550539812995211,0.0121446037895351
11.947067959067962,0.012749468866810996
14.343774254462957,0.013393865217267155
16.739517616536975,0.014074919513557245
19.133517942617296,0.014788251726098427
21.52538823164106,0.015527643725128748
23.915167756419464,0.01628471515175903
26.303355664564563,0.01704864168680307
28.690944175647115,0.017805963830914505
31.07927549568146,0.017356493667684714
33.468986023199164,0.016808060514298517
35.86009141893558,0.016292923847318515
38.25225363728362,0.01581731520560322
40.644812357173976,0.015386159734199016
43.03682702909907,0.014849706963015769
45.427989676836,0.013955867616176367
47.81912919406213,0.013060464095326492
50.210719874352634,0.012173476389210174
52.602760526670174,0.011302123088711225
54.99481240689471,0.010451137939033232
57.386039727802356,0.00954583870682888
59.77600725980233,0.008297290062624836
62.16566060235,0.007037404524937203
64.55577679502278,0.0057736999887986725
66.94676992315657,0.00451083625070525
69.33875606206976,0.003251106300722934
71.73161847285283,0.001994958859407298
74.1250726943045,0.0007415238585644179
76.51873139796578,0.0005108715185397852
78.91216903254667,0.0017641972473920414
81.30498638097079,0.003020219501758118
83.69687518910006,0.004279995999946885
86.08768300059101,0.005543361045911676
88.47747824674781,0.00680839966856896
90.86620478700326,0.009368909852981838
93.25257492776346,0.011997202820000299
95.6357999321446,0.01465562224228316
98.0163676175304,0.01731530899152796
100.39632871204466,0.01992113204133602
102.77957553937699,0.022388718014144184
105.17144999224989,0.022816538138862495
107.57178624224731,0.022560684293624265
109.9761020382313,0.02254538624943573
112.37979121267793,0.02276898636868373
114.7783347633436,0.023232375146491784
117.16745415680587,0.0207959394588571
119.54629437223318,0.0027097069146988155
121.9179164150013,0.026542625424809924
124.29018161398888,0.04952096323284826
126.69311169853478,0.009560659098945348
129.11001295562068,0.08397033529598673
131.49590028967538,0.047513023570510245
133.8989898379394,0.04819788070715189
136.28338997409384,0.04261468911122415
138.66800449992945,0.024585076166742253
141.06393271996012,0.00696038114419122
143.46444454851232,0.010390114690404144
145.85775759735102,0.028145793447350586
148.24024438602294,0.01847199196802557
150.63400062573007,0.024841111286438223
153.06180728905224,0.03681923992325033
155.44414732193192,0.16879500044505594
157.81996782438472,0.1258157045417911
160.267553518057,0.09067872785689815
162.62420356349088,0.09004516500612451
164.8971209433417,0.07931209816550909
167.1795285798009,0.06119376592588769
169.5252527726537,0.0428043363386724
171.95320072205942,0.027174240512702477
174.45731497993853,0.01439705183767545
177.0160409993635,0.0034862756266208724
179.59985584795254,0.006740418902965776
182.1773265777755,0.017409909193386214
184.72066369362216,0.02949474984539988
187.21175707256216,0.040923809788837466
189.652459312429,0.0404501819663273
192.06179311082948,0.039002703631426175
194.45722270462815,0.03682733855460991
196.85251563108957,0.03420441994383296
