"1","2","3","4"
0,0,0,0
1.54707757046938e-05,-0.0140140472160682,0.0329167155540207,-0.0189026683379525
0.000123766205637551,-0.0279734232466381,0.0657050173932663,-0.0377315941466282
0.000417710944026733,-0.0418234569062114,0.0982364918029617,-0.0564130348967503
0.000990129645100405,-0.0555094770092898,0.130382725068332,-0.074873248059042
0.00193384696308673,-0.0689768123703749,0.162015303474601,-0.0930384911042265
0.00334168755221387,-0.0821707918039684,0.193005813306995,-0.110835021503027
0.00530647606670998,-0.095036744124572,0.223225840850739,-0.128189096726167
0.00792103716080324,-0.107519998146687,0.252546972391056,-0.145026974244369
0.0112781954887218,-0.119565882684816,0.280840794213173,-0.161274911528357
0.0154707757046938,-0.13111972655346,0.307978892602314,-0.176859166048853
0.0205916024629475,-0.142126858567121,0.333832853843703,-0.191705995276582
0.0267335004177109,-0.152532607540301,0.358274264222566,-0.205741656682266
0.0339892942232123,-0.1622823022875,0.381174710024128,-0.218892407736628
0.0424518085336799,-0.171321271623222,0.402405777533614,-0.231084505910392
0.0522138680033417,-0.179594844361967,0.421839053036248,-0.242244208674281
0.0633682972864259,-0.187048349318237,0.439346122817255,-0.252297773499017
0.0760079210371608,-0.193627115306534,0.45479857316186,-0.261171457855325
0.0902255639097744,-0.19927647114136,0.468067990355288,-0.268791519213928
0.106114050558495,-0.203941745637217,0.479025960682765,-0.275084215045548
0.123766205637551,-0.207568267608605,0.487544070429514,-0.279975802820909
0.14327485380117,-0.210101365870027,0.493493905880761,-0.283392540010734
0.16473281970358,-0.211486369235984,0.49674705332173,-0.285260684085746
0.18823292799901,-0.211668606520979,0.497175099037647,-0.285506492516669
0.213868003341688,-0.210593406539512,0.494649629313737,-0.284056222774225
0.241730870385841,-0.208206098106085,0.489042230435223,-0.280836132329138
0.271914353785699,-0.204452010035201,0.480224488687332,-0.275772478652131
0.304511278195489,-0.19927647114136,0.468067990355288,-0.268791519213928
0.339501722342386,-0.192636108056416,0.452542360351833,-0.259875810895112
