"1","2","3","4"
0.376414781245351,-0.184532738681626,0.434009378099772,-0.249233108215711
0.414666803996292,-0.174979478735597,0.41292886164943,-0.237127465105613
0.453674139687117,-0.163989443936939,0.389760629051128,-0.223822935494707
0.492853137409734,-0.151575750004258,0.364964498355192,-0.209583573312882
0.531620146256051,-0.137751512656163,0.339000287611943,-0.194673432490027
0.569391515317975,-0.122529847611262,0.312327814871705,-0.179356566956029
0.605583593687415,-0.105923870588164,0.285406898184801,-0.163897030640777
0.639612730456278,-0.0879466973054767,0.258697355601555,-0.14855887747416
0.670895274716471,-0.0686114434818076,0.232659005172288,-0.133606161386066
0.698847575559904,-0.0479312248357653,0.207751664947325,-0.119302936306385
0.722885982078484,-0.0259191570859578,0.184435152976989,-0.105913256165003
0.742426843364118,-0.00258835595099337,0.163169287311602,-0.093701174891811
0.756886508508715,0.02204806285052,0.144413886001488,-0.0829307464166962
0.765681326604182,0.0479769835999742,0.128628767096971,-0.0738660246695474
0.768410095200737,0.0751475476849153,0.11615568221557,-0.0666918826060962
0.765401405681842,0.103357924917507,0.106864117243601,-0.0612764692854454
0.757166297889267,0.132368542216069,0.100505491634574,-0.0574087527925411
0.744215811664784,0.161939826498917,0.096831224842001,-0.0548777012123293
0.727060986850162,0.191832204684371,0.0955927363193942,-0.0534722826297557
0.706212863287174,0.221806103690748,0.096541445520265,-0.0529814651297664
0.68218248081759,0.251621950436368,0.0994287718981251,-0.0531942167973073
0.655480879283181,0.281040171839548,0.104006134906486,-0.0538995057173243
0.626619098525719,0.309821194818606,0.11002495399886,-0.0548862999747633
0.596108178386974,0.33772544629186,0.117236648628757,-0.0559435676545703
0.564459158708717,0.36451335317763,0.125392638249691,-0.0568602768416913
0.53218307933272,0.389945342394232,0.134244342315173,-0.0574253956210721
0.499790980100753,0.413781840859986,0.143543180278713,-0.0574278920776587
0.467793900854587,0.435783275493209,0.153040571593825,-0.0566567342963969
0.436702881435994,0.45571007321222,0.162487935714019,-0.0549008903622329
0.406938295745405,0.473371559588469,0.171679279578236,-0.0519891349121096
0.378557853917896,0.488772654805937,0.180578960067126,-0.0479094687909591
0.351528600147203,0.50196717770174,0.189193921546768,-0.0426896993957106
0.325817578627061,0.513008947112989,0.197531108383243,-0.0363576341232933
0.301391833551208,0.5219517818768,0.205597464942629,-0.0289410803706365
0.278218409113379,0.528849500830286,0.213399935591005,-0.0204678455346693
0.256264349507311,0.53375592281056,0.22094546469445,-0.0109657370123211
0.235496698926739,0.536724866654737,0.228240996619044,-0.000462562200520905
0.215882501565401,0.537810151199931,0.235293475730867,0.0110138715038019
0.197388801617032,0.537065595283254,0.242109846395996,0.0234357567037182
0.179982643275368,0.534545017741822,0.248697052980512,0.0367752860022988
0.163631070734146,0.530302237412748,0.255062039850493,0.0510046520026143
0.148301128187101,0.524391073133145,0.261211751372019,0.0660960473077356
0.133959859827971,0.516865343740127,0.267153131911169,0.0820216645207335
0.120574309850491,0.507778868070809,0.272893125834021,0.0987536962446788
0.108111522448397,0.497185464962304,0.278438677506657,0.116264335082642
0.0965385418154255,0.485138953251726,0.283796731295154,0.134525773637695
0.0858224121453131,0.471693151776189,0.288974231565591,0.153510204512907
0.0759301776317958,0.456901879372806,0.293978122684049,0.173189820311349
0.0668288824686096,0.440818954878692,0.298815349016605,0.193536813636093
0.0584855708494908,0.42349819713096,0.30349285492934,0.214523377090209
0.0508672869681757,0.404993424966724,0.308017584788333,0.236121703276767
0.0439410750184003,0.385358457223098,0.312396482959662,0.25830398479884
0.037673979193901,0.364647112737195,0.316636493809408,0.281042414259496
0.0320330436884138,0.34291321034613,0.320744561703648,0.304309184261808
0.0269853126956751,0.320210568887016,0.324727631008463,0.328076487408846
0.022497830409421,0.296593007196967,0.328592646089931,0.35231651630368
0.0185376410233876,0.272114344113098,0.332346551314132,0.377001463549382
0.0150717887313113,0.246828398472521,0.335996291047146,0.402103521749023
0.0120673177269282,0.22078898911235,0.33954880965505,0.427594883505672
0.00949127220397447,0.1940499348697,0.343011051503924,0.453447741422401
0.00731069635618635,0.166665054581684,0.346389960959849,0.479634288102281
0.00549263437730004,0.138688167085416,0.349692482388902,0.506126716148382
0.00400413046105173,0.11017309121801,0.352925560157163,0.532897218163776
0.00281222880117762,0.0811736458165795,0.356096138630711,0.559917986751532
0.00188397359141391,0.0517436497182386,0.359211162175625,0.587161214514722
0.00118640902549681,0.0219369217601008,0.362277575157985,0.614599094056417
0.000686579297162505,-0.00819271922071976,0.36530232194387,0.642203817979687
0.000351528600147203,-0.0385914543871095,0.368292346899359,0.669947578887603
0.000148301128187101,-0.0692054649019544,0.371254594390531,0.697802569383236
4.39410750184003e-05,-0.0999809319281408,0.374196008783466,0.725740982069657
5.49263437730004e-06,-0.130864036628555,0.377123534444242,0.753735009549936
0,-0.161800960166083,0.380044115738939,0.781756844427144
