"timepoint_x","perturbation_x","m_severity_x","cell_group","log_abund_x","log_abund_se_x","log_abund_sd_x","timepoint_y","perturbation_y","m_severity_y","log_abund_y","log_abund_se_y","log_abund_sd_y","delta_log_abund","delta_log_abund_se","delta_p_value","delta_q_value","power","mdfc","timepoint","m_severity","x_perturbation","y_perturbation"
60,"ctrl-inj","severe","hindbrain and spinal cord, glycinergic and gabaergic neuron (mecom+, chrm2a+)",-2.39369471498673,0.451722894073989,0.321425197742698,60,"lmx1ba;lmx1bb","severe",-2.36215801115306,0.411099642241132,0.321425197742698,0.0315367038336647,0.610783504100567,0.958887450256867,0.958887450256867,0.0503054464486407,1.21442257314566,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, (lmx1ba+, lmx1bb+)",0.384735713291787,0.103393972276784,0.321425197742698,60,"lmx1ba;lmx1bb","severe",0.0668776356101389,0.106884922068266,0.321425197742698,-0.317858077681648,0.148710120935704,0.0341311343046716,0.0853278357616789,0.570451307117925,1.37419209158461,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, gabaergic and glutamatergic neuron, eye",3.37138546418312,0.0667252160101535,0.321425197742698,60,"lmx1ba;lmx1bb","severe",3.29932871737537,0.0482443661609566,0.321425197742698,-0.0720567468077555,0.0823393789014352,0.382863252277708,0.546947503253868,0.141285826998158,1.07562683409408,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, glutamatergic neuron",3.73790388464744,0.0299798207639517,0.321425197742698,60,"lmx1ba;lmx1bb","severe",3.77163203815788,0.0315305786720046,0.321425197742698,0.033728153510443,0.0435082411093593,0.439394887344591,0.549243609180739,0.121175293369248,1.03500651678829,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, glutamatergic neuron (lhx9+)",2.58392711955785,0.0910036761898355,0.321425197742698,60,"lmx1ba;lmx1bb","severe",2.15278401274825,0.0817658533420803,0.321425197742698,-0.431143106809599,0.122341014597816,0.000558740233048296,0.00279370116524148,0.941108297285459,1.53901581116797,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, marginal zone",-0.140376088733592,0.252543996759309,0.321425197742698,60,"lmx1ba;lmx1bb","severe",0.31391824135735,0.15368158433495,0.321425197742698,0.454294330090942,0.295628989889128,0.126404570292607,0.252809140585213,0.336288443995895,1.57536219973206,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","hindbrain, marginal zone, (ebf3a+)",1.23015086913266,0.178378264013952,0.321425197742698,60,"lmx1ba;lmx1bb","severe",1.84058826740643,0.0461755112142054,0.321425197742698,0.610437398273775,0.184257924954462,0.00114905993895928,0.00383019979653093,0.911970109831437,1.84123671896819,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
60,"ctrl-inj","severe","lateral hindbrain, glutamatergic neuron",-0.782645143411982,0.223899929494331,0.321425197742698,60,"lmx1ba;lmx1bb","severe",-0.52198746289459,0.150364428468843,0.321425197742698,0.260657680517392,0.269704727018879,0.335321704268338,0.546947503253868,0.161945606366046,1.30024109691199,60,"severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain (lhx9+, barhl1b+)",1.30094891033759,0.231802358755256,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.41035702109432,0.163737081720202,0.321425197742698,1.10940811075673,0.283799516304641,0.000138125968970943,0.00138125968970943,0.974361971406923,3.03256295334399,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron",3.27999931474966,0.0392402023815819,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",3.21003868303975,0.0793610542347356,0.321425197742698,-0.069960631709912,0.0885323128140011,0.430602483703711,0.615146405291016,0.124031458625538,1.07385972292346,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron (mecom+, chrm2a+)",-0.54999939232382,0.438327288890157,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",0.595966595855679,0.458227418224418,0.321425197742698,1.1459659881795,0.634116061142131,0.0726725284332303,0.145345056866461,0.439369439635565,3.14589603157858,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain, (lmx1ba+, lmx1bb+)",2.20343859163445,0.0612503608766465,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.21671317087249,0.171833764315614,0.321425197742698,0.0132745792380464,0.182423817705895,0.942084713689732,0.942084713689732,0.0506067857226745,1.06029985317835,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain, gabaergic and glutamatergic neuron, eye",2.89576017940361,0.0918471467212546,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.79506976260159,0.116488073434454,0.321425197742698,-0.100690416802026,0.148342069600321,0.498294670042859,0.622868337553574,0.104223879293608,1.1097710791018,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
