start_time,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0,96.0,98.0,100.0,102.0,104.0,106.0,108.0,110.0,112.0
44.0,0.92784592024727,0.966991883071877,-0.2832896903351133,0.062409120344468584,0.4083654182308505,0.23617224197942394,0.5310622910058338,0.17170170432667622,-0.4469886752350156,-0.3310108020284169,-0.2980094463326128,-0.8548501207550131,-0.7270538324667837,-0.805951523146889,,-1.0,-0.5265583897388386,-0.19082140199818676,-0.05979003660900656,-0.3301394146832458,-0.44587904456375227,,,,-0.45383236903334523,-0.3779630893471319,-0.4043603793899245,-0.37326676730636255,1.0,,1.0,1.0,1.0,1.0
46.0,,0.9882773823972232,0.10169407487137394,0.7422307394419592,0.4926290199895765,-0.22791131686740623,0.2094064627896599,0.2207786939882017,-1.0,-0.2701471552422835,0.5791823521295417,0.9986010675733954,1.0,-1.0,,,-0.9650415630952649,-0.6003468669432486,0.7722483123365377,-0.6872868154722845,-0.4507529579666798,,,,-0.5317919857418798,-0.5173338967694143,-0.5416651753005068,-0.5129906883434548,-1.0,,-1.0,-1.0,-1.0,-1.0
48.0,,,0.32120197524669963,0.0406338781049932,-0.031042680578864196,0.12571020144577405,0.23085288127836387,-0.12062845134071312,0.29305925720695325,-0.8048146485765326,0.9990044773388813,1.0,-0.13425910231760696,-1.0,,-1.0,-1.0,-1.0,0.5543000213412397,-1.0,-1.0,,,,-1.0,,,,,,,,,
50.0,,,,-0.11285622776761367,0.48551463744545814,0.27709481087454363,-0.35285660859647905,0.2610495447518826,0.4839364726219463,-0.36360211816526833,-0.40512736633041607,-0.701070899971793,0.014989712189608123,-0.7059024709653968,,-1.0,-0.21044200057753495,-0.4326546295971931,0.4304306495918904,-0.799005454214915,-0.3714981415131358,-1.0,-1.0,,-0.5757800119758024,-0.6431038079128758,-0.3438796453083206,-0.6469760311596349,-1.0,1.0,-0.3972610964991956,-1.0,-1.0,-1.0
52.0,,,,,0.21002739780454235,-0.6796428207733539,0.14521776885825552,0.4648548826834733,-0.8939005147713377,-0.3347573841876156,0.598380808697737,0.022040753872071772,-0.15768325683350917,-0.2935957354259353,,1.0,-0.7351251600583826,-0.3325103689170687,0.5486810476567461,0.5930091521523326,-0.8987157036535366,,,,-0.0973588597955791,-1.0,-1.0,-1.0,,,,,1.0,
54.0,,,,,,-0.1432557005409424,0.4966979206014666,-0.7564117893649117,1.0,-0.20127916061932113,-0.5376960747750104,0.9982377385086179,0.9461856882971783,-1.0,,-1.0,1.0,-0.37989141214735783,0.6726655792115438,-0.20029175810566616,-0.3832545353439727,-0.9829618276295449,-1.0,,-1.0,-1.0,0.10029673712530529,-1.0,-1.0,1.0,0.12401965764766879,-1.0,-0.08746497951076632,-1.0
56.0,,,,,,,0.1015794902560582,0.3066057141015625,0.6201350980615311,0.48821396056670385,-0.6054211101199347,1.0,1.0,-1.0,,-1.0,-1.0,-0.1023435765028275,-0.29518991336784645,1.0,0.7867703884280903,1.0,1.0,,-0.18390823055778333,1.0,0.7992656164284189,1.0,1.0,-1.0,0.7846913767548671,1.0,1.0,1.0
58.0,,,,,,,,0.6063351952684166,1.0,0.31470070635003217,0.37764780833482126,0.5011141193334745,-0.639767566025525,,,,1.0,0.8733292378154272,-0.9456296665019526,0.02948471011232684,0.3747976841061271,1.0,,,0.91488028195912,1.0,1.0,1.0,1.0,,1.0,1.0,0.9750577658161255,1.0
60.0,,,,,,,,,0.4461665833477738,-0.3516703569299764,0.10828499619201434,-1.0,-0.26435009715335794,-0.20772706470421876,-0.02698991357381303,0.01635188265764323,-0.06676253178859282,0.11318369355047696,0.5475598011982394,-0.4692835708211075,-0.4256988675265615,-0.9642306951616247,0.5706227023433005,-1.0,-0.3677623401906354,-1.0,-0.3344759717510623,-0.2997009015420976,1.0,,,,,
62.0,,,,,,,,,,0.911086609450285,0.28060042525661466,0.8684607615534582,0.7035947563799758,1.0,0.8832158924989681,0.07561407689455542,0.12367052215835196,0.7045173760878944,-0.9769928805468652,1.0,-1.0,-0.9649607273328022,0.335013329775792,,,,,,,,,,,
64.0,,,,,,,,,,,0.18478035157752737,0.09368594308382336,0.6588589099584808,1.0,1.0,0.8595306073612041,0.9943434575552521,0.8748085211037233,1.0,0.9965591944021989,0.9341119951484016,1.0,1.0,,1.0,1.0,0.9141931451710019,1.0,1.0,-1.0,0.9042578596865614,1.0,1.0,1.0
66.0,,,,,,,,,,,,0.7992805173779529,0.7957059628787414,1.0,1.0,1.0,-0.020902964205067015,-0.9111123102584946,-0.21921914725481562,0.6249723627322039,0.6196557246354331,0.5606638090111447,0.7011570110403749,0.8707905505627853,0.9556496279538788,1.0,-0.34089805763611125,-0.24892444485559892,-1.0,0.14498756539615562,-1.0,,,
68.0,,,,,,,,,,,,,-0.212905664395389,,,,-1.0,,,,1.0,-1.0,,,,,,,,,,,,
70.0,,,,,,,,,,,,,,1.0,1.0,0.7767545342153792,0.7899581664929096,0.0452634476300436,-0.8546902332028037,0.6022771063094647,-0.45915772753774514,0.7862697226922281,0.6621203489211883,1.0,,,1.0,,,1.0,,,,
72.0,,,,,,,,,,,,,,,1.0,0.9958718190127426,0.9947336500538326,0.993944002015578,-1.0,1.0,0.9968385984113397,,,,1.0,1.0,1.0,1.0,,,,,,
74.0,,,,,,,,,,,,,,,,0.9999451870968963,0.9999376015496408,0.9984703760170693,-1.0,0.9985863878640405,0.9997836602084951,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,
76.0,,,,,,,,,,,,,,,,,0.9999144756559555,0.9981133247328073,-0.9908396282780048,0.998308130283288,0.9999399418758046,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,
78.0,,,,,,,,,,,,,,,,,,0.9972257167491959,-1.0,0.9985476900863115,0.9997536572876184,1.0,1.0,1.0,0.9995350106200269,1.0,0.9978195448859482,0.9947290215861234,1.0,,,,,
80.0,,,,,,,,,,,,,,,,,,,0.00019654174843897199,0.9963863801235116,0.9971830136389846,-0.9374488832822964,-0.9743472995227798,-0.9960272714068891,0.9979162279830505,1.0,0.9998472202833549,0.9998945704018443,0.9989875139071638,-1.0,1.0,1.0,1.0,1.0
82.0,,,,,,,,,,,,,,,,,,,,-0.0544481302134914,0.1116337951852431,0.3248105047786348,0.20086151306339947,0.06436559989422563,0.48296038229703603,,-1.0,-1.0,-1.0,1.0,,,,
84.0,,,,,,,,,,,,,,,,,,,,,0.32945055955004904,0.7196192698449835,0.9704072451446468,0.9280283153420863,0.9996929811611295,1.0,0.9974186303319879,0.9972017636360676,0.9909883859291018,1.0,1.0,1.0,0.9999982417099752,1.0
86.0,,,,,,,,,,,,,,,,,,,,,,-0.02180410565711066,0.6689464577339952,0.9982425806066311,0.9997970656437657,0.9996977841474435,0.9974943826513603,0.9959789379157441,0.9923924970011748,0.2792401494574466,0.9971038955123944,1.0,0.15967692644053183,1.0
88.0,,,,,,,,,,,,,,,,,,,,,,,0.4236440069045957,0.964724556928773,1.0,,-0.4973360832914101,-1.0,-1.0,0.10578330030517513,-1.0,,-1.0,
90.0,,,,,,,,,,,,,,,,,,,,,,,,0.9905168645169313,1.0,,-0.9285676516314749,-1.0,-1.0,-0.5345945255377262,-1.0,,,
92.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,-1.0,-1.0,1.0,,,,
94.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998531036792477,0.9989324122852657,0.9975796011435949,0.9940030770952046,1.0,1.0,1.0,1.0,1.0
96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995886369591269,0.9999871608340781,1.0,,1.0,1.0,1.0,1.0
98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992733355359268,0.9980485118221908,0.8100804225209516,0.9997150261931241,1.0,1.0,1.0
100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982289335613996,-1.0,1.0,1.0,1.0,1.0
102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,1.0,1.0,1.0
104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
