start_time,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0,96.0,98.0,100.0,102.0,104.0,106.0,108.0,110.0,112.0,114.0,116.0,118.0,120.0
44.0,0.21582932667565305,0.27069802119212905,0.03790188370392246,0.6455854805923478,-0.15509330930700083,0.6362197712431791,-0.6481755285592237,0.46776345562201255,1.0,0.31972000101688747,-0.13505289144906865,-0.16062197491690267,1.0,,-1.0,,1.0,,-0.6704555949599309,0.9993834406197926,-1.0,-1.0,-0.3076677522491912,-1.0,-0.9999490826985216,-0.9926848384576434,-0.12556566165548183,-0.17475185962526424,-0.5480157503045093,-0.9113880452558419,-1.0,1.0,-1.0,,,,1.0,
46.0,,0.177624788409188,-0.17793725523294923,0.9879159825480034,0.005970370576583173,-0.08877282058156108,-0.08236597380175793,-0.57404561352713,0.22056906974745186,0.5026889803278608,-0.0659383268243899,0.7760663055997752,0.9478251364877346,-0.8178243636476,-0.9778343368266466,-1.0,0.6588378039023701,1.0,0.9640856722233109,-0.528506779538823,-1.0,,-1.0,,1.0,-0.7217983561342435,1.0,1.0,0.3954866684511013,-0.5597287187358698,-1.0,-0.6210543696935358,-0.9688317257821386,-0.9894922161505327,-0.9926721657285162,-1.0,,-1.0
48.0,,,0.2646706805715498,0.2673815061749611,0.6596533019401583,0.9111390501026404,-0.5367784125161613,0.41825912660581865,0.03774652181349494,0.20283864973004828,0.42535066461838833,0.6940399422196634,,,-0.7405844064465248,,,,0.0553985504775327,-0.6761546380503809,-0.9437761262488502,-0.8900984967179959,-0.40005868020763646,1.0,-0.9975769488870306,-0.9799174796720369,-0.0461622027927292,-0.09578728650680834,-0.5849170645912942,-0.8757199462007875,-0.9719594549924138,0.6406539727690923,-0.989824710169856,1.0,1.0,1.0,0.9391079973524653,1.0
50.0,,,,0.26077885757751723,0.2654136704847577,0.04817493720738373,-0.13310008869340298,-0.2811085891492292,-0.20182121093876343,0.9796509546054268,-0.6292877708529986,0.1370262404973418,1.0,1.0,-0.8577134330095166,-1.0,-0.175463761475002,-1.0,-0.7274064844391235,-0.11799653886728945,-0.5496321581309807,-0.7555453161542744,0.7118201039682128,-1.0,0.28524374914101436,0.1574813424464823,-0.9190758531227728,-0.8983387456266624,-0.8869845072935773,-0.14447525442153208,0.692950510954,0.386573854958222,-0.8910845774159672,0.9956617013856893,0.6965060951995975,1.0,0.9988880916278258,1.0
52.0,,,,,-0.21701676856059837,0.2360902690559301,-0.34133174809682376,1.0,,1.0,-0.4005827549364889,0.6748727892301207,,,1.0,,1.0,,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,-1.0,,,,1.0,
54.0,,,,,,-0.9610945177667638,0.533288861504402,-1.0,-1.0,,1.0,-1.0,,,,,,,0.44949182095066764,-0.4249266388824209,-0.4950543818982408,0.1380462101980185,-1.0,,,-1.0,,,0.7302715762647662,-1.0,-0.5474473866288827,1.0,-0.643774694621577,1.0,1.0,1.0,1.0,1.0
56.0,,,,,,,-0.9717358819169175,-0.4178553179497869,,-1.0,-0.47877731297306314,-0.7233621980696678,,,-1.0,,,,,,,,,,,,,,-1.0,,,,-1.0,,,,1.0,
58.0,,,,,,,,-0.9477023289537295,-0.5981449968753585,0.9406341788038701,-1.0,1.0,,,0.9957278742582117,,,,0.9034349394822814,-0.13643735493538914,-1.0,1.0,,,1.0,0.7003209573292141,1.0,1.0,0.9138841391195672,0.8350291878438935,-0.6740980356339816,-0.7788613999035973,-0.7626687720940152,-0.47726270401197235,-0.3117983690343069,0.08700423906018706,1.0,0.19141628075837958
60.0,,,,,,,,,0.5228239475055423,-0.39066633128240047,-1.0,1.0,1.0,,0.45371685815543694,0.6146460126254952,0.9095366062240018,0.9903215277204456,-0.0581249793675247,0.8541160390191602,0.5992479687041562,0.7365469418206843,-0.4756014548047768,0.37214009225870937,0.5206054002892816,0.3235129142196447,-0.036017474854957154,-1.0,-1.0,-0.7725767574423058,-1.0,1.0,1.0,,,,,-1.0
