start_time,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0,96.0,98.0,100.0,102.0,104.0,106.0,108.0,110.0,112.0,114.0,116.0,118.0,120.0
44.0,-0.08245246737154675,-0.25895611569897453,-0.04105961541397566,0.16808301710823775,-0.9521647878144205,0.8875943903685712,-0.33002863857632764,0.5916325048256303,1.0,-0.9883156167901119,-0.6858478068629167,-0.8528284766800347,-1.0,,-1.0,,1.0,,-0.9603895037566269,-0.6076788648615383,1.0,1.0,0.6408338232594334,-1.0,-0.3050730841553484,0.8782372707612321,-0.6078006289638864,-0.7218900736852182,-0.37699776468519985,-0.1472248166201744,-1.0,1.0,1.0,,,,1.0,
46.0,,0.6612966969209628,0.4751040296100828,0.7099202505025382,0.7220502449257825,0.11481399879953232,-0.14157584096065262,0.5352352809996848,0.9686760510814965,0.8257289277796771,0.5476398204900828,0.6697592707840985,0.8055978378335298,0.9460912227753675,0.7235346642883773,-1.0,0.3945214615105334,1.0,0.9494210821905337,-0.8068710851722971,-1.0,,1.0,,-1.0,-0.18686244620897446,1.0,1.0,0.610273014586231,-0.43151666624460916,1.0,0.67909216678087,0.578643879268006,0.6068248409268663,0.03367209721545211,1.0,,1.0
48.0,,,0.7244454661898537,0.7180775307323253,-0.3312871015589355,0.713876874137344,0.45682728978399467,0.45420990524200955,-0.6864194159373784,0.682300142796509,0.6695951833878291,0.3867375611049201,,,-0.2981292406274686,,,,0.3631457308199402,0.17167969155062857,-0.531953168601479,-0.9807620154867102,0.6817222316729034,1.0,-0.1906277619947926,-0.9999949307923984,0.9148372591768823,0.9657572755952412,0.8525560072472838,-0.3467039851399921,-0.7466595619377631,-0.5317917465723161,0.038398752696960185,-1.0,-1.0,-1.0,0.5657105983809029,-1.0
50.0,,,,0.690259781785375,-0.07746467746612,0.26714365549695357,0.060710865460376864,0.9722098292725383,0.36126327502160893,0.26989839824803535,0.9059387984434766,-0.12368597633873143,1.0,-1.0,-0.760436814041338,1.0,0.6833184319659009,-1.0,-0.21670915099742638,0.08800539617989411,-0.7097231781458253,-0.9320844644405712,-0.789340209405224,-1.0,-0.9887489130707454,-0.33232324823246767,0.6872099577543622,0.5682682031328803,0.5531573311680134,-0.9999267354202768,-0.7684197382240944,0.22391836965791378,0.27883525012208876,0.48844740518045415,-0.3423305061995179,-1.0,0.4072743006915048,-1.0
52.0,,,,,-0.2971266631847745,0.061817393799721405,0.9324490907167008,1.0,,1.0,0.15034983208258101,-0.5702168838003948,,,-1.0,,1.0,,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,-1.0,,,,1.0,
54.0,,,,,,-0.9509968745054707,-0.22856457215251058,-1.0,1.0,,1.0,1.0,,,,,,,-0.3576706631588136,-0.4951202303921373,-0.676611534666743,0.3032006975578921,-1.0,,,-1.0,,,0.8804121295993357,-1.0,-0.75714924348353,-1.0,0.21467689147017197,-1.0,-1.0,-1.0,-1.0,-1.0
56.0,,,,,,,-0.6908515600033531,-0.13776136340181605,,-1.0,-0.34354596238259283,0.5473695684864845,,,-1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,
58.0,,,,,,,,-0.99643777029001,-0.9048562550181258,0.8977929375978555,-1.0,1.0,,,0.09479793724393232,,,,-0.11559768154851037,-0.5266400487681887,-1.0,-1.0,,,1.0,0.32951153831660607,-1.0,-1.0,-0.4869430175629697,0.5596738344906844,-0.48078707595355274,-0.598500808784059,-0.5046774603059152,-0.2888062710836776,-0.42677573612783576,-0.4234478004131592,-1.0,-0.2844132247718255
60.0,,,,,,,,,0.8706590032386098,0.2835499219883535,1.0,-1.0,1.0,,0.5308805100623073,0.8723958536264399,0.8029046125485257,0.7105924913092064,0.6647783329459788,0.9867544945195658,0.9998848484919407,0.8152731208161451,0.9984060780308714,0.9934183924282556,0.5155448462035479,0.8042011024072473,0.07502653697863298,1.0,1.0,-0.863885718076487,1.0,1.0,1.0,,,,,1.0
62.0,,,,,,,,,,0.5120378378251395,1.0,,1.0,1.0,-0.11669140262966379,0.31486150136968427,0.4492825324638434,0.2998092679588491,0.6105291721399514,0.25748047077296526,-0.034328908439868334,0.6655191024782782,0.787627170770125,0.8445630731098404,0.7830662316683981,0.4773089428366999,-0.30183415272433173,1.0,0.8662912764929983,-0.9213906552698835,-0.40882983111245536,0.8445748330116698,0.6167996975496883,0.6209113219064668,0.018385957623117122,0.735367009532309,1.0,0.5752882197603287
