area,perimeter,solidity,extent,eccentricity,circularity,perimeter_area_ratio,snip_id,dataset
129052.0,2259.2846301849604,0.6991846133008263,0.2653769198658433,0.9756884036025681,3.147511258258627,6.289101126881795,20251017_part1_F04_e01_t0031,part1_sample
100470.0,2014.628642487245,0.6990822240931831,0.42385787872779357,0.9733498417686319,3.2147243661143876,6.355896302458392,20251017_part1_B07_e01_t0002,part1_sample
109190.0,2132.1088732276003,0.8062824905482041,0.3639885059770253,0.9864052796651017,3.31303500916059,6.452350407677717,20251017_part1_E09_e01_t0002,part1_sample
136718.0,2357.353605955773,0.6644569617853897,0.29773991367332625,0.9700448954867961,3.234550258478113,6.375465262928442,20251017_part1_A11_e01_t0060,part1_sample
100344.0,2553.0306627407986,0.6338650074223808,0.33907789627346824,0.9942852445233633,5.169050658513477,8.059541320650803,20251017_part1_H02_e01_t0034,part1_sample
121960.0,2473.2989155348337,0.7052605404530183,0.19574987159732923,0.9907519748861862,3.9914062627743503,7.082195307282676,20251017_part1_H06_e01_t0033,part1_sample
126918.0,2282.6054813588817,0.8052712725796116,0.23883478702684394,0.9880232920647944,3.266845741660178,6.407214240966416,20251017_part1_F08_e01_t0012,part1_sample
151631.0,2404.213562373095,0.7055361164361891,0.28282558861766477,0.9717151713200346,3.033529497285927,6.174176538817596,20251017_part1_C04_e01_t0038,part1_sample
123187.0,2489.169839771699,0.7793044985544654,0.2643095150738836,0.9925054822807976,4.002527435163015,7.092054931005462,20251017_part1_E02_e01_t0011,part1_sample
91545.0,2159.6824663564075,0.7245006173034917,0.2977373328693299,0.9903758927824399,4.054481394315283,7.137934984993179,20251017_part1_F04_e01_t0010,part1_sample
128101.0,2276.5567081236027,0.7361364916273029,0.2596080577172503,0.981504243068201,3.2195454601599627,6.360660458014374,20251017_part1_B03_e01_t0023,part1_sample
118852.0,2297.7009357883867,0.804957670165933,0.21300252336984574,0.9915993421737338,3.5348471881226144,6.6648480726175725,20251017_part1_F01_e01_t0011,part1_sample
115400.0,2181.1484117468904,0.7652469148082572,0.5389073350238399,0.9826984559473291,3.2806111881389803,6.420699029838388,20251017_part1_E07_e01_t0000,part1_sample
152406.0,2398.9587283771557,0.7737484198181458,0.3026246291802849,0.9810985037111145,3.0049249105950957,6.1449979735438545,20251017_part1_C07_e01_t0044,part1_sample
154282.0,2503.4082963767128,0.8734014548954117,0.6841773835920177,0.9862361793794986,3.232497890954896,6.373442280892925,20251017_part1_H05_e01_t0061,part1_sample
136571.0,2533.6997102991113,0.78049045324921,0.38742227214960057,0.9905466953192998,3.7406056895987714,6.856080324622716,20251017_part1_F05_e01_t0063,part1_sample
112617.0,2079.6307345282985,0.6868020954669366,0.3202403430547341,0.9606715031993088,3.056037199206627,6.197039297640339,20251017_part1_E06_e01_t0005,part1_sample
137817.0,2632.8723291948913,0.8613616335102094,0.419508705710459,0.9870076943525535,4.002643809157921,7.092158031456206,20251017_part1_H02_e01_t0002,part1_sample
136273.0,2333.6235918533625,0.8169305381539587,0.3843353038063221,0.9856345569414724,3.1801084618001614,6.32158378294874,20251017_part1_E12_e01_t0008,part1_sample
98015.0,2040.6530291048848,0.7600359798698831,0.3308009558009558,0.985925178250448,3.380928046254577,6.518128170703326,20251017_part1_F04_e01_t0002,part1_sample
96389.0,1982.0357133746818,0.766311822742342,0.42693259984674736,0.9832137194170751,3.243288726345415,6.384071439499201,20251017_part1_B03_e01_t0000,part1_sample
117934.0,2164.0012254892754,0.7721427823172009,0.5434771588809165,0.9848289027321397,3.1598474169035415,6.3014136291498435,20251017_part1_F03_e01_t0001,part1_sample
98658.0,1957.3048327204938,0.6977721196690007,0.3744051368849286,0.9669998146825733,3.0901158782221803,6.231495917278282,20251017_part1_F07_e01_t0002,part1_sample
139596.0,2379.1404025201764,0.6895366240386468,0.4080680522669473,0.9714927444412412,3.2266904693392533,6.367714526856367,20251017_part1_E04_e01_t0056,part1_sample
102025.0,2590.3128419472077,0.8139599821291805,0.4763605632750635,0.9919591960886015,5.233448680737019,8.109590354226928,20251017_part1_C02_e01_t0047,part1_sample
105497.0,1976.5209947489207,0.790381791483113,0.5383598693610941,0.9644770867606476,2.9468151214254785,6.0852913609646,20251017_part1_G07_e01_t0035,part1_sample
125306.0,2273.12106653642,0.7428710323812234,0.3665332818514748,0.9860687370560682,3.281431955268012,6.421502168161209,20251017_part1_H06_e01_t0008,part1_sample
129808.0,2475.372941939529,0.6468439647397087,0.23633725323123028,0.9793765319074474,3.7563837760446965,6.870524776139274,20251017_part1_B03_e01_t0047,part1_sample
120099.0,2154.54538136656,0.7778634161506774,0.548540030966964,0.9849818632479942,3.0758279348137725,6.217072765769182,20251017_part1_F03_e01_t0002,part1_sample
126903.0,2178.1748904055826,0.844162841748154,0.34926598081146687,0.9845178435131567,2.9751148899851456,6.114441620283225,20251017_part1_B03_e01_t0017,part1_sample
136828.0,2278.2064196981587,0.7643979642571829,0.3102675736961451,0.9795388149384142,3.0185703345079182,6.158934449150814,20251017_part1_E05_e01_t0022,part1_sample
112248.0,2116.798123321446,0.7989067771277277,0.5495887191539366,0.9865170580331466,3.176657611755114,6.318152963029611,20251017_part1_C04_e01_t0012,part1_sample
126960.0,2175.91500577576,0.646215394951824,0.32971827474445276,0.9507189517390636,2.967611713828039,6.106726507342271,20251017_part1_H04_e01_t0012,part1_sample
101013.0,2587.9696961966997,0.810678715600748,0.4702982051819261,0.9917871597723449,5.276321371812411,8.142739701025619,20251017_part1_C02_e01_t0045,part1_sample
146170.0,2315.900720425888,0.7399963549471468,0.5735598221678105,0.974444654532804,2.9199254584875476,6.057463617526493,20251017_part1_F04_e01_t0045,part1_sample
157082.0,2616.5668093913696,0.6694681571960092,0.4516757913139492,0.9655511607498799,3.4683855654562765,6.6018950649807575,20251017_part1_C04_e01_t0047,part1_sample
98725.0,1992.812408671319,0.6979794123469358,0.3873573771520944,0.9786681370014436,3.201074863460224,6.342388595675162,20251017_part1_C03_e01_t0000,part1_sample
120335.0,2156.1231585774735,0.6972385102092845,0.3527975185289427,0.9727529947683445,3.074293325948834,6.215521644329136,20251017_part1_E04_e01_t0023,part1_sample
152847.0,2440.0327547818515,0.7920929075588445,0.3520765669269574,0.9846204906273279,3.0997347321819086,6.241187022578257,20251017_part1_C01_e01_t0025,part1_sample
159590.0,2432.858223313768,0.7665078480720832,0.2953669275657908,0.9787928638001883,2.951331974004535,6.089953316023796,20251017_part1_F07_e01_t0054,part1_sample
147490.0,2690.551657489719,0.8133161284630316,0.29749802326894836,0.9853499867150819,3.9058020572594296,7.0058372945600516,20251017_part1_A05_e01_t0040,part1_sample
157971.0,2458.1303012524095,0.7203814162197658,0.2885125361620058,0.9726872332685543,3.043845252418148,6.184665515178981,20251017_part1_G04_e01_t0064,part1_sample
125882.0,2237.91796436859,0.776297045455947,0.49519875690879406,0.9862805801736927,3.1660285486350817,6.3075738693883014,20251017_part1_G03_e01_t0011,part1_sample
142204.0,2435.636831182708,0.6273558269217195,0.2949311431889829,0.9521446868607777,3.3197347825138235,6.458871234081676,20251017_part1_A04_e01_t0040,part1_sample
109100.0,2007.498700172334,0.6518842502136101,0.5287236001667103,0.9463024081456448,2.939516693524534,6.077750916081124,20251017_part1_H04_e01_t0000,part1_sample
106990.0,2156.4103884177653,0.7143143276805982,0.37052813852813854,0.9822025052592216,3.4586751945298415,6.592646989575036,20251017_part1_D07_e01_t0015,part1_sample
111109.0,2066.5971131946694,0.8232003674836262,0.6149831183926496,0.9863418478855179,3.0588102291981976,6.199850238441044,20251017_part1_E03_e01_t0013,part1_sample
147551.0,2329.072293301141,0.8348714176592072,0.455335458526334,0.9845321469439713,2.9255930582939977,6.0633395614396255,20251017_part1_C07_e01_t0033,part1_sample
135202.0,2437.280446102854,0.7514436731268376,0.3575448246681123,0.9878648566582223,3.496375178334802,6.628479938703991,20251017_part1_B06_e01_t0045,part1_sample
112031.0,2100.2854967367375,0.752709339747509,0.3862924804148737,0.9808855762677665,3.133347700719677,6.274934937582511,20251017_part1_G05_e01_t0001,part1_sample
126839.0,2305.7972567696684,0.8531350471501405,0.3061015664781873,0.9851250852079028,3.3356429938460854,6.474328235258119,20251017_part1_D10_e01_t0018,part1_sample
134104.0,2275.069334708311,0.6607670779297568,0.3472325793354876,0.9636924244066136,3.071409175640452,6.212605412340406,20251017_part1_A04_e01_t0031,part1_sample
155819.0,2460.549565448666,0.7961485008890433,0.30581527712356726,0.9844410050548545,3.0919606552704058,6.233355718964286,20251017_part1_C01_e01_t0028,part1_sample
115759.0,2214.284450716211,0.7582947391865423,0.4644926489470981,0.9861043500040452,3.3705609911952163,6.508127118738607,20251017_part1_E06_e01_t0023,part1_sample
159794.0,2478.456203060214,0.8014504892642729,0.28383904052407394,0.9841658682808067,3.0590893739873795,6.200133128891137,20251017_part1_C01_e01_t0033,part1_sample
97097.0,2543.926332532803,0.6862609285658753,0.1558134160940494,0.9937807888400655,5.303876289538823,8.163974225036299,20251017_part1_H09_e01_t0058,part1_sample
140217.0,2301.9696961967,0.8615907387152671,0.6695556255909234,0.988127255679445,3.007382507492268,6.147510322747627,20251017_part1_E01_e01_t0002,part1_sample
139739.0,3480.756672229852,0.46017941000191004,0.23989527896995708,0.9672444174363678,6.899535182373746,9.311397111525139,20251017_part1_B10_e01_t0023,part1_sample
103138.0,2024.2783540618016,0.7749492824404538,0.44328399264187596,0.9837168634308714,3.161636179928644,6.303196965409704,20251017_part1_B03_e01_t0003,part1_sample
111302.0,2200.018469431979,0.795156277906769,0.3941065662002153,0.983809810118533,3.4605077106664974,6.594393255340692,20251017_part1_C10_e01_t0001,part1_sample
133883.0,2382.009414184739,0.8451996161713088,0.35312751394621966,0.9865758840955327,3.3724975886031605,6.509996512627325,20251017_part1_G10_e01_t0019,part1_sample
161384.0,2725.7272349783298,0.7231308306523161,0.328938893644776,0.9760570896260774,3.663485252707245,6.785035992959692,20251017_part1_A03_e01_t0061,part1_sample
97191.0,2040.5525240414963,0.7603977592789635,0.3269452013321223,0.9856634882808003,3.4092562194164913,6.545378306293429,20251017_part1_F04_e01_t0001,part1_sample
112325.0,1988.6458864299486,0.7087779299204301,0.5789590334618477,0.9393647987033813,2.8017451002586506,5.933613342375377,20251017_part1_B04_e01_t0003,part1_sample
97449.0,2600.3199846221437,0.7112027441249452,0.4242926931215549,0.9917678094371724,5.521617731816723,8.32986763453215,20251017_part1_C02_e01_t0028,part1_sample
