PCA_1,PCA_2,PCA_3,phenotype
1.2047360293757046,1.5629481969038903,2.7028624351729515,wt_temp22
1.199380336658109,1.5723103353889738,2.6792442809512353,wt_temp22
1.1867631827424834,1.5784455280912442,2.6557873608849136,wt_temp22
1.1793187216138172,1.5868949958247032,2.6313893401448607,wt_temp22
1.2030578942397956,1.5955642545446411,2.631667023291273,wt_temp22
1.226105906942953,1.6061333931993307,2.6255616075109733,wt_temp22
1.2336652680840126,1.6181891142798548,2.6026022213214675,wt_temp22
1.233474741723351,1.6285079663192767,2.577331816774538,wt_temp22
1.230257331311319,1.6378651570604743,2.5518602860492496,wt_temp22
1.225410344131429,1.6466444359779355,2.5264309313239663,wt_temp22
1.2195260506799936,1.6550276602953695,2.501098929364171,wt_temp22
1.2129120467540682,1.6631328718644174,2.475834050154448,wt_temp22
1.2058046542461716,1.6710318769812353,2.4506528752557943,wt_temp22
1.1983480742427093,1.6787815927729224,2.425531635303529,wt_temp22
1.190626321172091,1.6864203728439717,2.4004435358416285,wt_temp22
1.1827038336995708,1.6939650269438031,2.375398960760861,wt_temp22
1.1746182369857825,1.7014351390009834,2.350379640684291,wt_temp22
1.1664003582945657,1.7088421396859985,2.3253818004887328,wt_temp22
1.158075405876012,1.7161933987540938,2.3004070500740204,wt_temp22
1.1496612678458822,1.7234965394032178,2.2754503218480933,wt_temp22
1.1411697641152592,1.7307599392643218,2.2504996032812237,wt_temp22
1.1326185798439226,1.737983751592214,2.2255679595141937,wt_temp22
1.1240128036334185,1.745176449746295,2.2006373909826586,wt_temp22
1.1153659392282032,1.7523376120099545,2.17571874911311,wt_temp22
1.1066831646726027,1.759472395613258,2.150802051498137,wt_temp22
1.0979718938945835,1.76658302300989,2.125886282586262,wt_temp22
1.0892403940851274,1.7736702283765131,2.1009746795788207,wt_temp22
1.0804933015963798,1.78073708411102,2.076061452353575,wt_temp22
1.0717366085460858,1.7877850930794215,2.0511456179437775,wt_temp22
1.0629762050714775,1.7948155153901302,2.026226463172788,wt_temp22
1.0542174803320092,1.8018298025937194,2.0013020829943904,wt_temp22
1.0454659298406381,1.8088292155115135,1.9763707915198518,wt_temp22
1.0367274980792518,1.8158146546658427,1.9514317798997751,wt_temp22
1.0280079744531423,1.8227872483981367,1.9264830564100146,wt_temp22
1.0193125949720547,1.829748786036005,1.9015199048933873,wt_temp22
1.0106496283388475,1.8366989750233431,1.8765447399985526,wt_temp22
1.0020261000585204,1.8436390113301424,1.8515543190838903,wt_temp22
0.9934485848983292,1.8505711470295956,1.826541241989246,wt_temp22
0.9849300567929282,1.8574933807778502,1.8015131108768736,wt_temp22
0.9764763270555263,1.8644107701797448,1.776451627035968,wt_temp22
0.968105048374064,1.8713203901874973,1.7513669385787318,wt_temp22
0.9598310631772901,1.878223847912532,1.7262522805418254,wt_temp22
0.9516701417817431,1.8851252350708347,1.7010911494763077,wt_temp22
0.9436468826268708,1.8920222724390003,1.6758889393607965,wt_temp22
0.935772283095358,1.8989145325808516,1.6506416678120297,wt_temp22
0.9280518600292988,1.905803710846272,1.6253363404409296,wt_temp22
0.9204995618068353,1.912683822302202,1.5999873721212734,wt_temp22
0.9131200364392293,1.9195567727829035,1.5745793216079305,wt_temp22
0.9059238851410827,1.926418153152885,1.5491191598831633,wt_temp22
0.8989170498629901,1.9332663797972383,1.5236026035140033,wt_temp22
0.8921049807732674,1.9400980214284222,1.498031525425341,wt_temp22
0.8854876815852627,1.9469116564154474,1.4723997860247087,wt_temp22
0.8790643866462975,1.9537017940296446,1.446716473178528,wt_temp22
0.8728250217602774,1.9604661397085434,1.4209792275386468,wt_temp22
0.8667533284250575,1.9672008611508163,1.3951929385877386,wt_temp22
0.8608244699940542,1.9739017441739244,1.3693665853873405,wt_temp22
0.8550024157238719,1.9805665262808585,1.3435055026916414,wt_temp22
0.8492425944576363,1.9871925193054718,1.317621716687026,wt_temp22
0.843491608141211,1.9937791600175578,1.2917248933036891,wt_temp22
0.8376920778289879,2.000326343180398,1.265829014627635,wt_temp22
0.8317861934435561,2.006835390266113,1.239947950963578,wt_temp22
0.8257204290375266,2.0133088340322867,1.214094838748364,wt_temp22
0.8194494266219853,2.0197501940827363,1.1882809933874388,wt_temp22
0.8129422302000037,2.0261612298929403,1.1625213943944719,wt_temp22
0.8061960726119838,2.032538918808439,1.1368121824685116,wt_temp22
0.7992232478796434,2.0388745292108092,1.1111527281608526,wt_temp22
0.7920335712094553,2.045160300877799,1.085542080862648,wt_temp22
0.7846341087296436,2.0513896976064383,1.0599772186459926,wt_temp22
0.7770308806133281,2.057556051561281,1.0344577773881685,wt_temp22
0.7692279618722343,2.063653419135191,1.0089819273950567,wt_temp22
0.7612283577547817,2.0696758953464602,0.9835486868760636,wt_temp22
0.7530340684052083,2.0756176063975293,0.9581575593074149,wt_temp22
0.7446470079570133,2.081472088466671,0.9328108936064576,wt_temp22
0.7360667026402937,2.0872339034565677,0.9075066098570033,wt_temp22
0.7272931348871758,2.0928966147372003,0.8822466571859952,wt_temp22
0.718324955623943,2.098454001699167,0.8570314908160531,wt_temp22
0.7091604123825963,2.1038994026971354,0.8318627189117043,wt_temp22
